場所,芝ダ,距離,種牡馬,母数,勝利数,複勝数,単勝率,複勝率
京都,芝,2200,ゴールドアクター,1,0,0,0.0,0.0
京都,芝,2200,ゴールドシップ,13,0,2,0.0,0.1538
京都,芝,2200,サトノアラジン,1,0,1,0.0,1.0
京都,芝,2200,サトノクラウン,1,0,0,0.0,0.0
京都,芝,2200,サトノダイヤモンド,3,0,1,0.0,0.3333
京都,芝,2200,シルバーステート,2,0,0,0.0,0.0
京都,芝,2200,ジャスタウェイ,7,0,2,0.0,0.2857
京都,芝,2200,ジャングルポケット,2,0,0,0.0,0.0
京都,芝,2200,スピルバーグ,1,0,0,0.0,0.0
京都,芝,2200,スワーヴリチャード,1,0,0,0.0,0.0
京都,芝,2200,ゼンノロブロイ,1,0,0,0.0,0.0
京都,芝,2200,ダイワメジャー,1,0,0,0.0,0.0
京都,芝,2200,ダノンバラード,1,0,0,0.0,0.0
京都,芝,2200,ディープインパクト,4,1,2,0.25,0.5
京都,芝,2200,ディープブリランテ,2,0,0,0.0,0.0
京都,芝,2200,ディーマジェスティ,1,0,0,0.0,0.0
京都,芝,2200,トーセンラー,2,0,0,0.0,0.0
京都,芝,2200,ドゥラメンテ,6,0,1,0.0,0.1667
京都,芝,2200,ドリームジャーニー,2,0,0,0.0,0.0
京都,芝,2200,ノヴェリスト,5,0,1,0.0,0.2
京都,芝,2200,ハーツクライ,11,3,4,0.2727,0.3636
京都,芝,2200,ハービンジャー,16,2,6,0.125,0.375
京都,芝,2200,バゴ,2,0,0,0.0,0.0
京都,芝,2200,パイロ,1,0,0,0.0,0.0
京都,芝,2200,ビーチパトロール,4,0,0,0.0,0.0
京都,芝,2200,フリオーソ,1,0,0,0.0,0.0
京都,芝,2200,マインドユアビスケッツ,1,0,0,0.0,0.0
京都,芝,2200,モンテロッソ,1,0,0,0.0,0.0
京都,芝,2200,モーリス,2,0,0,0.0,0.0
京都,芝,2200,ヤマカツエース,1,0,0,0.0,0.0
京都,芝,2200,リアルスティール,3,0,0,0.0,0.0
京都,芝,2200,リオンディーズ,2,0,0,0.0,0.0
京都,芝,2200,ルーラーシップ,2,0,0,0.0,0.0
京都,芝,2200,ロードカナロア,1,0,0,0.0,0.0
京都,芝,2200,ワールドエース,1,0,0,0.0,0.0
京都,芝,2200,ヴィクトワールピサ,4,0,1,0.0,0.25
京都,芝,2400,Curlin,1,0,1,0.0,1.0
京都,芝,2400,Into Mischief,1,0,0,0.0,0.0
京都,芝,2400,Kitten's Joy,3,0,0,0.0,0.0
京都,芝,2400,アイルハヴアナザー,1,0,0,0.0,0.0
京都,芝,2400,エイシンフラッシュ,1,0,1,0.0,1.0
京都,芝,2400,エピファネイア,5,1,1,0.2,0.2
京都,芝,2400,オルフェーヴル,8,0,1,0.0,0.125
京都,芝,2400,キズナ,8,4,5,0.5,0.625
京都,芝,2400,キタサンブラック,3,0,1,0.0,0.3333
京都,芝,2400,キングカメハメハ,6,0,1,0.0,0.1667
京都,芝,2400,ゴールドアクター,1,1,1,1.0,1.0
京都,芝,2400,ゴールドシップ,11,2,4,0.1818,0.3636
京都,芝,2400,サトノダイヤモンド,1,0,0,0.0,0.0
京都,芝,2400,シルバーステート,2,0,2,0.0,1.0
京都,芝,2400,ジャスタウェイ,7,0,2,0.0,0.2857
京都,芝,2400,スズカコーズウェイ,1,0,0,0.0,0.0
京都,芝,2400,スピルバーグ,2,0,1,0.0,0.5
京都,芝,2400,ゼンノロブロイ,1,0,0,0.0,0.0
京都,芝,2400,ダイワメジャー,1,0,0,0.0,0.0
京都,芝,2400,ダンカーク,1,0,0,0.0,0.0
京都,芝,2400,ディープインパクト,7,1,2,0.1429,0.2857
京都,芝,2400,ディープブリランテ,4,0,0,0.0,0.0
京都,芝,2400,ディーマジェスティ,1,0,0,0.0,0.0
京都,芝,2400,トーセンラー,1,0,0,0.0,0.0
京都,芝,2400,ドゥラメンテ,3,2,2,0.6667,0.6667
京都,芝,2400,ドリームジャーニー,5,0,2,0.0,0.4
京都,芝,2400,ネロ,1,0,1,0.0,1.0
京都,芝,2400,ノヴェリスト,2,0,1,0.0,0.5
京都,芝,2400,ハーツクライ,6,0,0,0.0,0.0
京都,芝,2400,ハービンジャー,4,0,1,0.0,0.25
京都,芝,2400,ブラックタイド,1,0,0,0.0,0.0
京都,芝,2400,ベルシャザール,1,0,0,0.0,0.0
京都,芝,2400,ホッコータルマエ,1,0,0,0.0,0.0
京都,芝,2400,モーリス,1,0,0,0.0,0.0
京都,芝,2400,リアルスティール,1,0,0,0.0,0.0
京都,芝,2400,リオンディーズ,3,0,0,0.0,0.0
京都,芝,2400,ルーラーシップ,4,0,1,0.0,0.25
京都,芝,2400,レイデオロ,1,0,1,0.0,1.0
京都,芝,2400,ロードカナロア,2,0,0,0.0,0.0
京都,芝,2400,ワールドエース,1,0,0,0.0,0.0
京都,芝,2400,ヴィクトワールピサ,1,0,1,0.0,1.0
京都,芝,3000,エピファネイア,3,0,0,0.0,0.0
京都,芝,3000,オルフェーヴル,1,0,0,0.0,0.0
京都,芝,3000,ゴールドシップ,3,0,1,0.0,0.3333
京都,芝,3000,ジャスタウェイ,2,0,0,0.0,0.0
京都,芝,3000,ディープインパクト,3,0,0,0.0,0.0
京都,芝,3000,トーセンラー,1,0,1,0.0,1.0
京都,芝,3000,ドレフォン,1,1,1,1.0,1.0
京都,芝,3000,ブラックタイド,2,0,0,0.0,0.0
京都,芝,3000,モンテロッソ,1,0,0,0.0,0.0
函館,ダ,1000,Dialed In,2,1,1,0.5,0.5
函館,ダ,1000,Into Mischief,1,0,0,0.0,0.0
函館,ダ,1000,Maclean's Music,1,1,1,1.0,1.0
函館,ダ,1000,Mohaymen,3,0,0,0.0,0.0
函館,ダ,1000,Outstrip,1,0,0,0.0,0.0
函館,ダ,1000,Shackleford,2,0,0,0.0,0.0
函館,ダ,1000,Speightstown,3,0,0,0.0,0.0
函館,ダ,1000,アイルハヴアナザー,1,0,0,0.0,0.0
函館,ダ,1000,アジアエクスプレス,1,0,0,0.0,0.0
函館,ダ,1000,アドマイヤムーン,6,0,0,0.0,0.0
函館,ダ,1000,アニマルキングダム,3,0,0,0.0,0.0
函館,ダ,1000,アポロケンタッキー,3,0,1,0.0,0.3333
函館,ダ,1000,アメリカンペイトリオット,3,1,2,0.3333,0.6667
函館,ダ,1000,イスラボニータ,3,1,3,0.3333,1.0
函館,ダ,1000,エイシンヒカリ,1,0,0,0.0,0.0
函館,ダ,1000,エスポワールシチー,4,0,0,0.0,0.0
函館,ダ,1000,オルフェーヴル,4,0,0,0.0,0.0
函館,ダ,1000,カレンブラックヒル,2,0,0,0.0,0.0
函館,ダ,1000,キズナ,2,0,0,0.0,0.0
函館,ダ,1000,キタサンブラック,5,0,0,0.0,0.0
函館,ダ,1000,キングズベスト,1,0,0,0.0,0.0
函館,ダ,1000,キンシャサノキセキ,10,1,3,0.1,0.3
函館,ダ,1000,クリーンエコロジー,3,0,1,0.0,0.3333
函館,ダ,1000,グランデッツァ,1,0,0,0.0,0.0
函館,ダ,1000,グランプリボス,3,0,0,0.0,0.0
函館,ダ,1000,コパノリッキー,6,2,3,0.3333,0.5
函館,ダ,1000,サウスヴィグラス,13,1,8,0.0769,0.6154
函館,ダ,1000,サトノアラジン,1,0,0,0.0,0.0
函館,ダ,1000,ザファクター,4,0,0,0.0,0.0
函館,ダ,1000,シニスターミニスター,21,1,5,0.0476,0.2381
函館,ダ,1000,シルバーステート,4,0,0,0.0,0.0
函館,ダ,1000,ジョーカプチーノ,7,0,2,0.0,0.2857
函館,ダ,1000,スウェプトオーヴァーボード,1,0,0,0.0,0.0
函館,ダ,1000,スクリーンヒーロー,2,0,0,0.0,0.0
函館,ダ,1000,ストロングリターン,7,0,2,0.0,0.2857
函館,ダ,1000,セレスハント,3,0,0,0.0,0.0
函館,ダ,1000,ダイワメジャー,3,0,0,0.0,0.0
函館,ダ,1000,ダノンレジェンド,1,0,0,0.0,0.0
函館,ダ,1000,ディスクリートキャット,3,0,0,0.0,0.0
函館,ダ,1000,ディープブリランテ,4,0,1,0.0,0.25
函館,ダ,1000,ディーマジェスティ,3,1,3,0.3333,1.0
函館,ダ,1000,トゥザグローリー,4,0,0,0.0,0.0
函館,ダ,1000,トゥザワールド,1,0,0,0.0,0.0
函館,ダ,1000,トビーズコーナー,4,0,1,0.0,0.25
函館,ダ,1000,トーセンラー,2,0,1,0.0,0.5
函館,ダ,1000,ドゥラメンテ,3,0,2,0.0,0.6667
函館,ダ,1000,ドレフォン,8,3,4,0.375,0.5
函館,ダ,1000,ニシケンモノノフ,1,0,0,0.0,0.0
函館,ダ,1000,ネロ,1,0,0,0.0,0.0
函館,ダ,1000,ノヴェリスト,2,0,0,0.0,0.0
函館,ダ,1000,ハーツクライ,2,0,0,0.0,0.0
函館,ダ,1000,バゴ,1,0,0,0.0,0.0
函館,ダ,1000,パイロ,2,0,0,0.0,0.0
函館,ダ,1000,パドトロワ,1,0,0,0.0,0.0
函館,ダ,1000,ビッグアーサー,9,2,5,0.2222,0.5556
函館,ダ,1000,ファインニードル,2,0,0,0.0,0.0
函館,ダ,1000,フリオーソ,2,0,0,0.0,0.0
函館,ダ,1000,ブラックタイド,1,0,0,0.0,0.0
函館,ダ,1000,ヘニーヒューズ,18,1,5,0.0556,0.2778
函館,ダ,1000,ベルシャザール,1,0,0,0.0,0.0
函館,ダ,1000,ホッコータルマエ,2,0,1,0.0,0.5
函館,ダ,1000,マインドユアビスケッツ,3,0,0,0.0,0.0
函館,ダ,1000,マクフィ,4,0,0,0.0,0.0
函館,ダ,1000,マジェスティックウォリアー,3,0,1,0.0,0.3333
函館,ダ,1000,マスクゾロ,2,0,0,0.0,0.0
函館,ダ,1000,ミッキーアイル,16,1,6,0.0625,0.375
函館,ダ,1000,ミッキーロケット,3,0,0,0.0,0.0
函館,ダ,1000,メイショウボーラー,3,1,1,0.3333,0.3333
函館,ダ,1000,モンテロッソ,1,0,0,0.0,0.0
函館,ダ,1000,モーリス,1,0,0,0.0,0.0
函館,ダ,1000,リアルスティール,2,1,1,0.5,0.5
函館,ダ,1000,リオンディーズ,4,2,2,0.5,0.5
函館,ダ,1000,ルーラーシップ,1,0,0,0.0,0.0
函館,ダ,1000,レッドファルクス,2,0,1,0.0,0.5
函館,ダ,1000,ロゴタイプ,1,0,0,0.0,0.0
函館,ダ,1000,ロージズインメイ,3,1,1,0.3333,0.3333
函館,ダ,1000,ロードカナロア,9,2,4,0.2222,0.4444
函館,ダ,1000,ヴィクトワールピサ,2,0,0,0.0,0.0
函館,ダ,1700,Air Force Blue,1,0,0,0.0,0.0
函館,ダ,1700,Always Dreaming,2,0,0,0.0,0.0
函館,ダ,1700,American Pharoah,5,1,2,0.2,0.4
函館,ダ,1700,Golden Horn,3,1,3,0.3333,1.0
函館,ダ,1700,I Am Invincible,1,0,0,0.0,0.0
函館,ダ,1700,Into Mischief,1,0,0,0.0,0.0
函館,ダ,1700,Liam's Map,1,1,1,1.0,1.0
函館,ダ,1700,Mendelssohn,1,0,0,0.0,0.0
函館,ダ,1700,Mshawish,1,0,0,0.0,0.0
函館,ダ,1700,Speightstown,1,0,0,0.0,0.0
函館,ダ,1700,Tapit,4,1,1,0.25,0.25
函館,ダ,1700,Temple City,1,0,0,0.0,0.0
函館,ダ,1700,Uncle Mo,1,0,0,0.0,0.0
函館,ダ,1700,アイファーソング,1,0,0,0.0,0.0
函館,ダ,1700,アイルハヴアナザー,5,2,3,0.4,0.6
函館,ダ,1700,アジアエクスプレス,3,0,0,0.0,0.0
函館,ダ,1700,アスカクリチャン,1,0,0,0.0,0.0
函館,ダ,1700,アドミラブル,1,0,0,0.0,0.0
函館,ダ,1700,アメリカンペイトリオット,2,0,0,0.0,0.0
函館,ダ,1700,イスラボニータ,6,0,0,0.0,0.0
函館,ダ,1700,エイシンヒカリ,1,0,0,0.0,0.0
函館,ダ,1700,エイシンフラッシュ,4,0,1,0.0,0.25
函館,ダ,1700,エスケンデレヤ,3,0,1,0.0,0.3333
函館,ダ,1700,エスポワールシチー,14,1,5,0.0714,0.3571
函館,ダ,1700,エピファネイア,6,0,2,0.0,0.3333
函館,ダ,1700,オルフェーヴル,11,2,2,0.1818,0.1818
函館,ダ,1700,オンファイア,2,0,0,0.0,0.0
函館,ダ,1700,カリフォルニアクローム,6,0,3,0.0,0.5
函館,ダ,1700,カレンブラックヒル,9,0,1,0.0,0.1111
函館,ダ,1700,ガルボ,3,0,3,0.0,1.0
函館,ダ,1700,キズナ,16,4,6,0.25,0.375
函館,ダ,1700,キタサンブラック,8,1,1,0.125,0.125
函館,ダ,1700,キングカメハメハ,12,1,6,0.0833,0.5
函館,ダ,1700,キンシャサノキセキ,10,0,0,0.0,0.0
函館,ダ,1700,クリエイター2,5,1,2,0.2,0.4
函館,ダ,1700,クロフネ,1,0,1,0.0,1.0
函館,ダ,1700,グランプリボス,2,0,0,0.0,0.0
函館,ダ,1700,グレーターロンドン,1,0,0,0.0,0.0
函館,ダ,1700,グロリアスノア,3,0,0,0.0,0.0
函館,ダ,1700,コパノリッキー,13,3,3,0.2308,0.2308
函館,ダ,1700,ゴールドアリュール,8,0,0,0.0,0.0
函館,ダ,1700,ゴールドシップ,3,0,0,0.0,0.0
函館,ダ,1700,サウスヴィグラス,3,0,0,0.0,0.0
函館,ダ,1700,サトノアラジン,7,1,3,0.1429,0.4286
函館,ダ,1700,サトノダイヤモンド,7,0,1,0.0,0.1429
函館,ダ,1700,サムライハート,1,0,0,0.0,0.0
函館,ダ,1700,サンダースノー,2,0,1,0.0,0.5
函館,ダ,1700,ザファクター,10,0,3,0.0,0.3
函館,ダ,1700,シニスターミニスター,26,4,9,0.1538,0.3462
函館,ダ,1700,シルバーステート,2,0,0,0.0,0.0
函館,ダ,1700,シンボリクリスエス,2,1,1,0.5,0.5
函館,ダ,1700,ジャスタウェイ,7,0,0,0.0,0.0
函館,ダ,1700,ジョーカプチーノ,3,0,0,0.0,0.0
函館,ダ,1700,スウェプトオーヴァーボード,1,0,0,0.0,0.0
函館,ダ,1700,スクリーンヒーロー,5,0,1,0.0,0.2
函館,ダ,1700,スズカコーズウェイ,2,0,0,0.0,0.0
函館,ダ,1700,スマートファルコン,6,0,3,0.0,0.5
函館,ダ,1700,タリスマニック,2,0,0,0.0,0.0
函館,ダ,1700,タートルボウル,7,0,1,0.0,0.1429
函館,ダ,1700,ダイワメジャー,14,0,1,0.0,0.0714
函館,ダ,1700,ダノンバラード,2,0,2,0.0,1.0
函館,ダ,1700,ダノンレジェンド,11,1,2,0.0909,0.1818
函館,ダ,1700,ダンカーク,13,1,1,0.0769,0.0769
函館,ダ,1700,ディスクリートキャット,4,1,2,0.25,0.5
函館,ダ,1700,ディープインパクト,8,1,1,0.125,0.125
函館,ダ,1700,ディープブリランテ,4,0,1,0.0,0.25
函館,ダ,1700,デクラレーションオブウォー,2,0,1,0.0,0.5
函館,ダ,1700,トゥザグローリー,4,1,3,0.25,0.75
函館,ダ,1700,トゥザワールド,1,0,0,0.0,0.0
函館,ダ,1700,トビーズコーナー,3,0,0,0.0,0.0
函館,ダ,1700,トランセンド,6,0,1,0.0,0.1667
函館,ダ,1700,トーセンジョーダン,1,0,0,0.0,0.0
函館,ダ,1700,トーセンホマレボシ,1,0,0,0.0,0.0
函館,ダ,1700,ドゥラメンテ,19,3,7,0.1579,0.3684
函館,ダ,1700,ドレフォン,29,5,12,0.1724,0.4138
函館,ダ,1700,ハーツクライ,6,1,2,0.1667,0.3333
函館,ダ,1700,ハービンジャー,3,0,2,0.0,0.6667
函館,ダ,1700,バゴ,1,0,0,0.0,0.0
函館,ダ,1700,パイロ,18,0,3,0.0,0.1667
函館,ダ,1700,ビッグアーサー,8,0,1,0.0,0.125
函館,ダ,1700,ビーチパトロール,5,0,0,0.0,0.0
函館,ダ,1700,ファインニードル,1,0,0,0.0,0.0
函館,ダ,1700,フリオーソ,10,0,0,0.0,0.0
函館,ダ,1700,ブラックタイド,12,2,3,0.1667,0.25
函館,ダ,1700,プリサイスエンド,1,0,1,0.0,1.0
函館,ダ,1700,ヘニーハウンド,2,0,2,0.0,1.0
函館,ダ,1700,ヘニーヒューズ,21,1,4,0.0476,0.1905
函館,ダ,1700,ベルシャザール,9,0,1,0.0,0.1111
函館,ダ,1700,ベーカバド,1,0,0,0.0,0.0
函館,ダ,1700,ホッコータルマエ,6,2,3,0.3333,0.5
函館,ダ,1700,マインドユアビスケッツ,4,0,2,0.0,0.5
函館,ダ,1700,マクフィ,12,2,3,0.1667,0.25
函館,ダ,1700,マジェスティックウォリアー,18,2,3,0.1111,0.1667
函館,ダ,1700,マツリダゴッホ,1,0,0,0.0,0.0
函館,ダ,1700,メイショウサムソン,2,0,0,0.0,0.0
函館,ダ,1700,メイショウボーラー,1,0,0,0.0,0.0
函館,ダ,1700,モンテロッソ,3,0,1,0.0,0.3333
函館,ダ,1700,モーニン,1,0,0,0.0,0.0
函館,ダ,1700,モーリス,11,1,3,0.0909,0.2727
函館,ダ,1700,ラブリーデイ,3,0,0,0.0,0.0
函館,ダ,1700,リアルインパクト,12,0,2,0.0,0.1667
函館,ダ,1700,リアルスティール,5,0,1,0.0,0.2
函館,ダ,1700,リオンディーズ,13,1,5,0.0769,0.3846
函館,ダ,1700,ルーラーシップ,20,0,2,0.0,0.1
函館,ダ,1700,レイデオロ,2,1,2,0.5,1.0
函館,ダ,1700,レッドファルクス,2,0,1,0.0,0.5
函館,ダ,1700,ロゴタイプ,1,0,1,0.0,1.0
函館,ダ,1700,ロジャーバローズ,1,0,0,0.0,0.0
函館,ダ,1700,ローエングリン,1,0,0,0.0,0.0
函館,ダ,1700,ロージズインメイ,2,0,0,0.0,0.0
函館,ダ,1700,ロードアルティマ,1,0,0,0.0,0.0
函館,ダ,1700,ロードカナロア,19,1,8,0.0526,0.4211
函館,ダ,1700,ローレルゲレイロ,1,1,1,1.0,1.0
函館,ダ,1700,ワンダーアキュート,1,0,0,0.0,0.0
函館,ダ,1700,ワールドエース,10,0,0,0.0,0.0
函館,ダ,1700,ヴァーミリアン,2,0,0,0.0,0.0
函館,ダ,1700,ヴィクトワールピサ,5,1,1,0.2,0.2
函館,ダ,2400,Arrogate,1,0,0,0.0,0.0
函館,ダ,2400,Tapit,1,0,0,0.0,0.0
函館,ダ,2400,エピファネイア,1,0,0,0.0,0.0
函館,ダ,2400,オルフェーヴル,2,0,0,0.0,0.0
函館,ダ,2400,キズナ,1,1,1,1.0,1.0
函館,ダ,2400,クリエイター2,1,0,0,0.0,0.0
函館,ダ,2400,コパノリッキー,1,0,0,0.0,0.0
函館,ダ,2400,ジャスタウェイ,2,1,1,0.5,0.5
函館,ダ,2400,スピルバーグ,2,0,1,0.0,0.5
函館,ダ,2400,ディープインパクト,1,0,1,0.0,1.0
函館,ダ,2400,トランセンド,1,0,0,0.0,0.0
函館,ダ,2400,ドゥラメンテ,1,0,0,0.0,0.0
函館,ダ,2400,ハーツクライ,2,0,0,0.0,0.0
函館,ダ,2400,ハービンジャー,1,0,0,0.0,0.0
函館,ダ,2400,バゴ,1,0,0,0.0,0.0
函館,ダ,2400,ビーチパトロール,1,0,0,0.0,0.0
函館,ダ,2400,フェノーメノ,1,0,1,0.0,1.0
函館,ダ,2400,ヘニーヒューズ,1,0,0,0.0,0.0
函館,ダ,2400,ホッコータルマエ,1,0,1,0.0,1.0
函館,ダ,2400,マクフィ,1,0,0,0.0,0.0
函館,ダ,2400,マジェスティックウォリアー,2,1,2,0.5,1.0
函館,ダ,2400,リーチザクラウン,1,0,1,0.0,1.0
函館,ダ,2400,ルーラーシップ,1,0,0,0.0,0.0
函館,ダ,2400,ロジユニヴァース,1,0,0,0.0,0.0
函館,芝,1200,American Pharoah,1,1,1,1.0,1.0
函館,芝,1200,Dark Angel,9,2,4,0.2222,0.4444
函館,芝,1200,Frankel,4,0,2,0.0,0.5
函館,芝,1200,Gun Runner,1,0,0,0.0,0.0
函館,芝,1200,Gutaifan,2,0,0,0.0,0.0
函館,芝,1200,Invincible Spirit,3,0,2,0.0,0.6667
函館,芝,1200,Justify,1,0,0,0.0,0.0
函館,芝,1200,Kingman,3,0,1,0.0,0.3333
函館,芝,1200,Klimt,1,0,0,0.0,0.0
函館,芝,1200,Lord Nelson,4,0,0,0.0,0.0
函館,芝,1200,Medaglia d'Oro,2,0,0,0.0,0.0
函館,芝,1200,Mohaymen,2,0,0,0.0,0.0
函館,芝,1200,Night of Thunder,2,0,0,0.0,0.0
函館,芝,1200,No Nay Never,1,0,1,0.0,1.0
函館,芝,1200,Overanalyze,1,0,0,0.0,0.0
函館,芝,1200,Shalaa,1,0,0,0.0,0.0
函館,芝,1200,Siyouni,2,1,1,0.5,0.5
函館,芝,1200,Snitzel,1,0,1,0.0,1.0
函館,芝,1200,Speightstown,1,0,0,0.0,0.0
函館,芝,1200,Zoustar,3,2,2,0.6667,0.6667
函館,芝,1200,アイルハヴアナザー,1,0,0,0.0,0.0
函館,芝,1200,アスカクリチャン,1,0,0,0.0,0.0
函館,芝,1200,アドマイヤムーン,10,1,3,0.1,0.3
函館,芝,1200,アポロキングダム,1,0,0,0.0,0.0
函館,芝,1200,アメリカンペイトリオット,7,0,1,0.0,0.1429
函館,芝,1200,アンライバルド,1,0,0,0.0,0.0
函館,芝,1200,イスラボニータ,16,0,3,0.0,0.1875
函館,芝,1200,エイシンヒカリ,10,2,3,0.2,0.3
函館,芝,1200,エイシンフラッシュ,7,1,1,0.1429,0.1429
函館,芝,1200,エスポワールシチー,2,0,0,0.0,0.0
函館,芝,1200,エピファネイア,17,0,2,0.0,0.1176
函館,芝,1200,エーシントップ,3,1,2,0.3333,0.6667
函館,芝,1200,オルフェーヴル,6,0,3,0.0,0.5
函館,芝,1200,カレンブラックヒル,18,0,4,0.0,0.2222
函館,芝,1200,キズナ,15,1,3,0.0667,0.2
函館,芝,1200,キタサンブラック,9,1,3,0.1111,0.3333
函館,芝,1200,キングカメハメハ,7,0,1,0.0,0.1429
函館,芝,1200,キンシャサノキセキ,14,2,6,0.1429,0.4286
函館,芝,1200,クロフネ,2,0,0,0.0,0.0
函館,芝,1200,グラスワンダー,2,0,1,0.0,0.5
函館,芝,1200,グランプリボス,2,0,0,0.0,0.0
函館,芝,1200,グレーターロンドン,3,1,1,0.3333,0.3333
函館,芝,1200,ケイムホーム,1,0,0,0.0,0.0
函館,芝,1200,コパノリッキー,2,0,0,0.0,0.0
函館,芝,1200,ゴスホークケン,1,0,0,0.0,0.0
函館,芝,1200,ゴールドシップ,5,0,1,0.0,0.2
函館,芝,1200,サウスヴィグラス,1,0,0,0.0,0.0
函館,芝,1200,サクラオリオン,1,0,0,0.0,0.0
函館,芝,1200,サトノアラジン,8,0,3,0.0,0.375
函館,芝,1200,サトノクラウン,2,0,0,0.0,0.0
函館,芝,1200,サトノダイヤモンド,3,0,0,0.0,0.0
函館,芝,1200,ザファクター,13,1,3,0.0769,0.2308
函館,芝,1200,ショウナンカンプ,5,0,0,0.0,0.0
函館,芝,1200,シルバーステート,13,0,1,0.0,0.0769
函館,芝,1200,ジャスタウェイ,15,2,5,0.1333,0.3333
函館,芝,1200,ジャングルポケット,2,0,1,0.0,0.5
函館,芝,1200,ジョーカプチーノ,16,2,5,0.125,0.3125
函館,芝,1200,スウェプトオーヴァーボード,2,0,0,0.0,0.0
函館,芝,1200,スクリーンヒーロー,9,1,1,0.1111,0.1111
函館,芝,1200,スズカコーズウェイ,1,0,0,0.0,0.0
函館,芝,1200,スズカフェニックス,1,0,0,0.0,0.0
函館,芝,1200,ストロングリターン,2,0,0,0.0,0.0
函館,芝,1200,ストーミングホーム,1,0,0,0.0,0.0
函館,芝,1200,スノードラゴン,2,0,0,0.0,0.0
函館,芝,1200,スピルバーグ,4,0,0,0.0,0.0
函館,芝,1200,ゼンノロブロイ,6,0,0,0.0,0.0
函館,芝,1200,タニノギムレット,1,0,0,0.0,0.0
函館,芝,1200,タリスマニック,1,0,0,0.0,0.0
函館,芝,1200,ダイワメジャー,44,4,7,0.0909,0.1591
函館,芝,1200,ダノンシャンティ,2,0,0,0.0,0.0
函館,芝,1200,ダノンシャーク,1,0,0,0.0,0.0
函館,芝,1200,ダノンバラード,7,0,2,0.0,0.2857
函館,芝,1200,ダノンレジェンド,5,1,2,0.2,0.4
函館,芝,1200,ダンカーク,3,0,0,0.0,0.0
函館,芝,1200,ディスクリートキャット,13,1,2,0.0769,0.1538
函館,芝,1200,ディープインパクト,18,0,4,0.0,0.2222
函館,芝,1200,ディープブリランテ,4,0,0,0.0,0.0
函館,芝,1200,ディーマジェスティ,11,1,4,0.0909,0.3636
函館,芝,1200,トゥザグローリー,1,0,0,0.0,0.0
函館,芝,1200,トゥザワールド,1,0,1,0.0,1.0
函館,芝,1200,トーセンジョーダン,2,0,0,0.0,0.0
函館,芝,1200,トーセンファントム,5,1,2,0.2,0.4
函館,芝,1200,トーセンラー,9,1,2,0.1111,0.2222
函館,芝,1200,ドゥラメンテ,6,2,3,0.3333,0.5
函館,芝,1200,ドレフォン,7,0,2,0.0,0.2857
函館,芝,1200,ニューイヤーズデイ,3,1,2,0.3333,0.6667
函館,芝,1200,ネロ,2,0,1,0.0,0.5
函館,芝,1200,ノヴェリスト,2,0,0,0.0,0.0
函館,芝,1200,ハーツクライ,11,1,2,0.0909,0.1818
函館,芝,1200,ハービンジャー,11,2,3,0.1818,0.2727
函館,芝,1200,バゴ,2,2,2,1.0,1.0
函館,芝,1200,バトルプラン,4,0,1,0.0,0.25
函館,芝,1200,パイロ,1,0,0,0.0,0.0
函館,芝,1200,パドトロワ,4,0,1,0.0,0.25
函館,芝,1200,ビッグアーサー,19,2,8,0.1053,0.4211
函館,芝,1200,ビーチパトロール,2,0,0,0.0,0.0
函館,芝,1200,ファインニードル,7,1,4,0.1429,0.5714
函館,芝,1200,ブラックタイド,6,0,1,0.0,0.1667
函館,芝,1200,ヘニーヒューズ,2,0,1,0.0,0.5
函館,芝,1200,ベルシャザール,1,0,0,0.0,0.0
函館,芝,1200,ベーカバド,2,0,0,0.0,0.0
函館,芝,1200,マインドユアビスケッツ,2,0,0,0.0,0.0
函館,芝,1200,マクフィ,5,0,1,0.0,0.2
