場所,芝ダ,距離,種牡馬,母数,勝利数,複勝数,単勝率,複勝率
京都,ダ,1900,リヤンドファミユ,1,0,1,0.0,1.0
京都,ダ,1900,ルーラーシップ,8,0,1,0.0,0.125
京都,ダ,1900,ロージズインメイ,4,1,2,0.25,0.5
京都,ダ,1900,ローズキングダム,1,0,0,0.0,0.0
京都,ダ,1900,ロードカナロア,6,1,2,0.1667,0.3333
京都,ダ,1900,ワンアンドオンリー,4,0,2,0.0,0.5
京都,ダ,1900,ワールドエース,2,0,0,0.0,0.0
京都,ダ,1900,ヴィクトワールピサ,3,0,0,0.0,0.0
京都,芝,1200,Bolt d'Oro,1,0,0,0.0,0.0
京都,芝,1200,Dark Angel,3,0,1,0.0,0.3333
京都,芝,1200,Declaration of War,1,0,0,0.0,0.0
京都,芝,1200,Exceed And Excel,1,0,0,0.0,0.0
京都,芝,1200,Frankel,4,1,2,0.25,0.5
京都,芝,1200,Frosted,1,0,0,0.0,0.0
京都,芝,1200,Iffraaj,1,0,0,0.0,0.0
京都,芝,1200,Invincible Spirit,1,0,0,0.0,0.0
京都,芝,1200,More Than Ready,1,0,0,0.0,0.0
京都,芝,1200,Shalaa,1,0,0,0.0,0.0
京都,芝,1200,Zoustar,1,0,0,0.0,0.0
京都,芝,1200,アグネスデジタル,2,0,0,0.0,0.0
京都,芝,1200,アジアエクスプレス,5,1,3,0.2,0.6
京都,芝,1200,アドマイヤムーン,3,0,0,0.0,0.0
京都,芝,1200,アメリカンペイトリオット,2,0,0,0.0,0.0
京都,芝,1200,イスラボニータ,3,0,0,0.0,0.0
京都,芝,1200,エイシンヒカリ,3,1,2,0.3333,0.6667
京都,芝,1200,エイシンフラッシュ,4,0,0,0.0,0.0
京都,芝,1200,エピファネイア,2,0,0,0.0,0.0
京都,芝,1200,オルフェーヴル,4,0,0,0.0,0.0
京都,芝,1200,カレンブラックヒル,1,0,0,0.0,0.0
京都,芝,1200,キズナ,6,0,0,0.0,0.0
京都,芝,1200,キタサンブラック,4,0,0,0.0,0.0
京都,芝,1200,キングカメハメハ,1,0,0,0.0,0.0
京都,芝,1200,キングズベスト,1,0,0,0.0,0.0
京都,芝,1200,キンシャサノキセキ,1,0,0,0.0,0.0
京都,芝,1200,クリエイター2,1,0,0,0.0,0.0
京都,芝,1200,クリーンエコロジー,1,0,0,0.0,0.0
京都,芝,1200,ケープブランコ,1,0,0,0.0,0.0
京都,芝,1200,コパノリッキー,3,0,0,0.0,0.0
京都,芝,1200,サクラオリオン,1,0,0,0.0,0.0
京都,芝,1200,サトノアラジン,3,0,1,0.0,0.3333
京都,芝,1200,サトノクラウン,2,0,0,0.0,0.0
京都,芝,1200,サトノダイヤモンド,4,0,1,0.0,0.25
京都,芝,1200,ザファクター,3,0,2,0.0,0.6667
京都,芝,1200,シルバーステート,2,0,0,0.0,0.0
京都,芝,1200,ジャスタウェイ,1,0,0,0.0,0.0
京都,芝,1200,ジョーカプチーノ,4,0,0,0.0,0.0
京都,芝,1200,スクリーンヒーロー,5,1,2,0.2,0.4
京都,芝,1200,ストロングリターン,1,0,0,0.0,0.0
京都,芝,1200,スピルバーグ,2,0,0,0.0,0.0
京都,芝,1200,スワーヴリチャード,2,0,0,0.0,0.0
京都,芝,1200,ダイワメジャー,13,0,1,0.0,0.0769
京都,芝,1200,ダノンシャーク,1,0,0,0.0,0.0
京都,芝,1200,ダノンレジェンド,1,0,0,0.0,0.0
京都,芝,1200,ディープインパクト,5,0,0,0.0,0.0
京都,芝,1200,ディーマジェスティ,1,0,0,0.0,0.0
京都,芝,1200,デクラレーションオブウォー,3,0,0,0.0,0.0
京都,芝,1200,トゥザグローリー,1,0,0,0.0,0.0
京都,芝,1200,トゥザワールド,2,0,0,0.0,0.0
京都,芝,1200,トーセンジョーダン,1,0,0,0.0,0.0
京都,芝,1200,トーセンラー,1,0,0,0.0,0.0
京都,芝,1200,トーホウジャッカル,3,0,0,0.0,0.0
京都,芝,1200,ドゥラメンテ,3,0,1,0.0,0.3333
京都,芝,1200,ドレフォン,9,0,2,0.0,0.2222
京都,芝,1200,ネロ,1,1,1,1.0,1.0
京都,芝,1200,ハーツクライ,3,0,0,0.0,0.0
京都,芝,1200,ハービンジャー,1,0,0,0.0,0.0
京都,芝,1200,バゴ,2,1,2,0.5,1.0
京都,芝,1200,バトルプラン,1,0,0,0.0,0.0
京都,芝,1200,バンドワゴン,1,1,1,1.0,1.0
京都,芝,1200,ビッグアーサー,10,1,3,0.1,0.3
京都,芝,1200,ファインニードル,3,0,0,0.0,0.0
京都,芝,1200,ブラックタイド,1,0,0,0.0,0.0
京都,芝,1200,ヘニーヒューズ,1,0,0,0.0,0.0
京都,芝,1200,ベーカバド,1,0,0,0.0,0.0
京都,芝,1200,マクフィ,2,0,0,0.0,0.0
京都,芝,1200,マジェスティックウォリアー,2,0,0,0.0,0.0
京都,芝,1200,マンハッタンカフェ,2,0,0,0.0,0.0
京都,芝,1200,ミッキーアイル,6,0,1,0.0,0.1667
京都,芝,1200,ミッキーロケット,2,0,1,0.0,0.5
京都,芝,1200,メイショウサムソン,1,0,0,0.0,0.0
京都,芝,1200,メイショウボーラー,1,0,0,0.0,0.0
京都,芝,1200,モーリス,10,1,5,0.1,0.5
京都,芝,1200,ヤマカツエース,2,0,0,0.0,0.0
京都,芝,1200,ラブリーデイ,2,0,1,0.0,0.5
京都,芝,1200,リアルインパクト,1,0,0,0.0,0.0
京都,芝,1200,リオンディーズ,9,0,2,0.0,0.2222
京都,芝,1200,リヤンドファミユ,1,1,1,1.0,1.0
京都,芝,1200,リーチザクラウン,2,0,1,0.0,0.5
京都,芝,1200,ルーラーシップ,8,1,2,0.125,0.25
京都,芝,1200,レッドスパーダ,1,0,0,0.0,0.0
京都,芝,1200,レッドファルクス,1,0,0,0.0,0.0
京都,芝,1200,ロードカナロア,17,5,7,0.2941,0.4118
京都,芝,1200,ワールドエース,1,0,0,0.0,0.0
京都,芝,1200,ヴァンセンヌ,2,0,0,0.0,0.0
京都,芝,1200,ヴィクトワールピサ,6,0,2,0.0,0.3333
京都,芝,1400,Dark Angel,3,0,0,0.0,0.0
京都,芝,1400,Exceed And Excel,1,1,1,1.0,1.0
京都,芝,1400,Frankel,2,0,0,0.0,0.0
京都,芝,1400,Havana Gold,1,0,0,0.0,0.0
京都,芝,1400,Havana Grey,2,0,0,0.0,0.0
京都,芝,1400,Intello,1,0,0,0.0,0.0
京都,芝,1400,Invincible Spirit,1,0,0,0.0,0.0
京都,芝,1400,Mohaymen,1,0,0,0.0,0.0
京都,芝,1400,Night of Thunder,1,0,0,0.0,0.0
京都,芝,1400,No Nay Never,1,0,0,0.0,0.0
京都,芝,1400,Race Day,1,0,0,0.0,0.0
京都,芝,1400,Raven's Pass,1,0,0,0.0,0.0
京都,芝,1400,アグネスデジタル,1,0,0,0.0,0.0
京都,芝,1400,アドマイヤムーン,1,0,0,0.0,0.0
京都,芝,1400,アメリカンペイトリオット,8,0,2,0.0,0.25
京都,芝,1400,イスラボニータ,7,0,2,0.0,0.2857
京都,芝,1400,エイシンヒカリ,3,1,1,0.3333,0.3333
京都,芝,1400,エイシンフラッシュ,1,0,0,0.0,0.0
京都,芝,1400,エスケンデレヤ,1,0,0,0.0,0.0
京都,芝,1400,エピファネイア,15,1,2,0.0667,0.1333
京都,芝,1400,オルフェーヴル,4,0,0,0.0,0.0
京都,芝,1400,カリフォルニアクローム,1,1,1,1.0,1.0
京都,芝,1400,カレンブラックヒル,4,0,0,0.0,0.0
京都,芝,1400,キズナ,30,3,6,0.1,0.2
京都,芝,1400,キタサンブラック,9,2,4,0.2222,0.4444
京都,芝,1400,キングカメハメハ,3,1,1,0.3333,0.3333
京都,芝,1400,キンシャサノキセキ,13,0,4,0.0,0.3077
京都,芝,1400,クリーンエコロジー,2,0,0,0.0,0.0
京都,芝,1400,クロフネ,1,1,1,1.0,1.0
京都,芝,1400,グランプリボス,2,0,0,0.0,0.0
京都,芝,1400,グレーターロンドン,1,0,0,0.0,0.0
京都,芝,1400,コパノリッキー,3,1,2,0.3333,0.6667
京都,芝,1400,サクラオールイン,1,0,0,0.0,0.0
京都,芝,1400,サトノアラジン,6,1,2,0.1667,0.3333
京都,芝,1400,サトノクラウン,3,1,1,0.3333,0.3333
京都,芝,1400,サトノダイヤモンド,5,1,2,0.2,0.4
京都,芝,1400,ザファクター,4,0,1,0.0,0.25
京都,芝,1400,シャンハイボビー,4,0,1,0.0,0.25
京都,芝,1400,シルバーステート,10,0,2,0.0,0.2
京都,芝,1400,ジャスタウェイ,4,0,1,0.0,0.25
京都,芝,1400,ジャングルポケット,1,0,0,0.0,0.0
京都,芝,1400,ジョーカプチーノ,2,0,0,0.0,0.0
京都,芝,1400,スウェプトオーヴァーボード,1,0,0,0.0,0.0
京都,芝,1400,スクリーンヒーロー,2,0,1,0.0,0.5
京都,芝,1400,スピルバーグ,1,0,1,0.0,1.0
京都,芝,1400,スワーヴリチャード,3,0,0,0.0,0.0
京都,芝,1400,タリスマニック,1,0,0,0.0,0.0
京都,芝,1400,ダイワメジャー,20,2,3,0.1,0.15
京都,芝,1400,ダノンシャーク,2,0,0,0.0,0.0
京都,芝,1400,ダノンレジェンド,3,0,1,0.0,0.3333
京都,芝,1400,ディスクリートキャット,1,0,0,0.0,0.0
京都,芝,1400,ディープインパクト,15,1,6,0.0667,0.4
京都,芝,1400,ディープブリランテ,3,0,1,0.0,0.3333
京都,芝,1400,デクラレーションオブウォー,3,0,2,0.0,0.6667
京都,芝,1400,トゥザグローリー,4,1,1,0.25,0.25
京都,芝,1400,トゥザワールド,1,0,0,0.0,0.0
京都,芝,1400,トランセンド,1,0,0,0.0,0.0
京都,芝,1400,トーセンラー,3,0,1,0.0,0.3333
京都,芝,1400,トーホウジャッカル,4,0,1,0.0,0.25
京都,芝,1400,ドゥラメンテ,16,2,4,0.125,0.25
京都,芝,1400,ドリームジャーニー,3,0,0,0.0,0.0
京都,芝,1400,ドレフォン,8,0,2,0.0,0.25
京都,芝,1400,ニシケンモノノフ,2,0,0,0.0,0.0
京都,芝,1400,ニューイヤーズデイ,1,0,0,0.0,0.0
京都,芝,1400,ハーツクライ,14,0,4,0.0,0.2857
京都,芝,1400,ハービンジャー,8,2,2,0.25,0.25
京都,芝,1400,バゴ,2,0,0,0.0,0.0
京都,芝,1400,バトルプラン,1,0,0,0.0,0.0
京都,芝,1400,ビッグアーサー,3,0,1,0.0,0.3333
京都,芝,1400,ファインニードル,1,0,1,0.0,1.0
京都,芝,1400,ブラックタイド,5,0,0,0.0,0.0
京都,芝,1400,ブリックスアンドモルタル,2,1,1,0.5,0.5
京都,芝,1400,ホッコータルマエ,1,0,0,0.0,0.0
京都,芝,1400,マインドユアビスケッツ,1,0,0,0.0,0.0
京都,芝,1400,マクフィ,5,0,0,0.0,0.0
京都,芝,1400,マジェスティックウォリアー,4,0,0,0.0,0.0
京都,芝,1400,マツリダゴッホ,4,0,0,0.0,0.0
京都,芝,1400,ミッキーアイル,5,0,1,0.0,0.2
京都,芝,1400,ミッキーロケット,1,1,1,1.0,1.0
京都,芝,1400,メイショウサムソン,1,0,0,0.0,0.0
京都,芝,1400,メイショウボーラー,3,0,0,0.0,0.0
京都,芝,1400,モーリス,17,3,7,0.1765,0.4118
京都,芝,1400,ラブリーデイ,7,0,1,0.0,0.1429
京都,芝,1400,リアルインパクト,1,0,0,0.0,0.0
京都,芝,1400,リアルスティール,2,0,1,0.0,0.5
京都,芝,1400,リオンディーズ,14,0,2,0.0,0.1429
京都,芝,1400,リーチザクラウン,1,0,0,0.0,0.0
京都,芝,1400,ルーラーシップ,9,0,0,0.0,0.0
京都,芝,1400,レイデオロ,2,0,1,0.0,0.5
京都,芝,1400,レッドスパーダ,2,0,0,0.0,0.0
京都,芝,1400,レッドファルクス,4,0,0,0.0,0.0
京都,芝,1400,ロジャーバローズ,1,0,0,0.0,0.0
京都,芝,1400,ローエングリン,2,0,0,0.0,0.0
京都,芝,1400,ローズキングダム,4,0,0,0.0,0.0
京都,芝,1400,ロードカナロア,41,3,9,0.0732,0.2195
京都,芝,1400,ワールドエース,1,0,0,0.0,0.0
京都,芝,1400,ヴァンセンヌ,4,0,0,0.0,0.0
京都,芝,1400,ヴィクトワールピサ,5,0,0,0.0,0.0
京都,芝,1600,American Pharoah,1,0,0,0.0,0.0
京都,芝,1600,Arrogate,1,1,1,1.0,1.0
京都,芝,1600,Farhh,1,1,1,1.0,1.0
京都,芝,1600,Frankel,1,0,0,0.0,0.0
京都,芝,1600,Justify,1,0,1,0.0,1.0
京都,芝,1600,Lea,1,0,0,0.0,0.0
京都,芝,1600,New Approach,1,0,0,0.0,0.0
京都,芝,1600,Optimizer,3,0,2,0.0,0.6667
京都,芝,1600,Palace Malice,1,0,0,0.0,0.0
京都,芝,1600,Practical Joke,1,0,0,0.0,0.0
京都,芝,1600,Race Day,1,0,0,0.0,0.0
京都,芝,1600,Shamardal,1,1,1,1.0,1.0
京都,芝,1600,Siyouni,2,0,0,0.0,0.0
京都,芝,1600,アイルハヴアナザー,1,0,0,0.0,0.0
京都,芝,1600,アジアエクスプレス,4,1,1,0.25,0.25
京都,芝,1600,アドマイヤムーン,1,0,0,0.0,0.0
京都,芝,1600,アメリカンペイトリオット,4,1,1,0.25,0.25
京都,芝,1600,イスラボニータ,6,4,4,0.6667,0.6667
京都,芝,1600,エイシンヒカリ,1,0,1,0.0,1.0
京都,芝,1600,エイシンフラッシュ,6,0,0,0.0,0.0
京都,芝,1600,エピファネイア,16,1,2,0.0625,0.125
京都,芝,1600,オルフェーヴル,2,0,0,0.0,0.0
京都,芝,1600,カリフォルニアクローム,1,0,0,0.0,0.0
京都,芝,1600,カレンブラックヒル,1,0,1,0.0,1.0
京都,芝,1600,キズナ,20,2,4,0.1,0.2
京都,芝,1600,キタサンブラック,10,1,1,0.1,0.1
京都,芝,1600,キングカメハメハ,3,0,1,0.0,0.3333
京都,芝,1600,キンシャサノキセキ,6,0,2,0.0,0.3333
京都,芝,1600,グランデッツァ,1,0,0,0.0,0.0
京都,芝,1600,グランプリボス,1,1,1,1.0,1.0
京都,芝,1600,グレーターロンドン,1,1,1,1.0,1.0
京都,芝,1600,ケープブランコ,2,0,0,0.0,0.0
京都,芝,1600,コパノリチャード,1,0,0,0.0,0.0
京都,芝,1600,ゴールドアリュール,1,0,0,0.0,0.0
京都,芝,1600,サクラオールイン,3,0,0,0.0,0.0
京都,芝,1600,サトノアラジン,6,0,3,0.0,0.5
京都,芝,1600,サトノクラウン,3,0,0,0.0,0.0
京都,芝,1600,サトノダイヤモンド,2,0,1,0.0,0.5
京都,芝,1600,ザファクター,2,0,1,0.0,0.5
京都,芝,1600,シャンハイボビー,2,0,1,0.0,0.5
京都,芝,1600,ショウナンバッハ,2,0,1,0.0,0.5
京都,芝,1600,シルバーステート,10,0,5,0.0,0.5
京都,芝,1600,ジャスタウェイ,5,0,1,0.0,0.2
京都,芝,1600,ジャングルポケット,1,0,0,0.0,0.0
京都,芝,1600,ジョーカプチーノ,1,0,0,0.0,0.0
京都,芝,1600,スウェプトオーヴァーボード,1,0,0,0.0,0.0
京都,芝,1600,スクリーンヒーロー,5,1,1,0.2,0.2
京都,芝,1600,ストロングリターン,1,0,0,0.0,0.0
京都,芝,1600,スピルバーグ,5,1,3,0.2,0.6
京都,芝,1600,スワーヴリチャード,5,0,2,0.0,0.4
京都,芝,1600,タニノギムレット,1,0,0,0.0,0.0
京都,芝,1600,ダイワメジャー,16,2,4,0.125,0.25
京都,芝,1600,ダノンシャンティ,2,0,0,0.0,0.0
京都,芝,1600,ダンカーク,2,0,0,0.0,0.0
京都,芝,1600,ディスクリートキャット,5,0,0,0.0,0.0
京都,芝,1600,ディープインパクト,21,1,3,0.0476,0.1429
京都,芝,1600,ディープブリランテ,1,1,1,1.0,1.0
京都,芝,1600,ディーマジェスティ,2,0,1,0.0,0.5
京都,芝,1600,トゥザグローリー,5,0,1,0.0,0.2
京都,芝,1600,ドゥラメンテ,10,0,0,0.0,0.0
京都,芝,1600,ドリームジャーニー,4,0,1,0.0,0.25
京都,芝,1600,ドレフォン,3,0,0,0.0,0.0
京都,芝,1600,ニシケンモノノフ,1,1,1,1.0,1.0
京都,芝,1600,ニューイヤーズデイ,3,0,0,0.0,0.0
京都,芝,1600,ノヴェリスト,2,0,0,0.0,0.0
京都,芝,1600,ハーツクライ,19,1,4,0.0526,0.2105
京都,芝,1600,ハービンジャー,8,1,3,0.125,0.375
京都,芝,1600,バゴ,3,1,1,0.3333,0.3333
京都,芝,1600,バトルプラン,1,0,0,0.0,0.0
京都,芝,1600,パドトロワ,2,0,0,0.0,0.0
京都,芝,1600,ビッグアーサー,2,0,1,0.0,0.5
京都,芝,1600,ビーチパトロール,1,0,0,0.0,0.0
京都,芝,1600,ファインニードル,2,0,0,0.0,0.0
京都,芝,1600,フェノーメノ,1,0,0,0.0,0.0
京都,芝,1600,ブラックタイド,12,0,1,0.0,0.0833
京都,芝,1600,ブリックスアンドモルタル,1,0,0,0.0,0.0
京都,芝,1600,ヘニーヒューズ,1,0,0,0.0,0.0
京都,芝,1600,ベルシャザール,2,0,0,0.0,0.0
京都,芝,1600,マインドユアビスケッツ,7,0,0,0.0,0.0
京都,芝,1600,マクフィ,4,0,0,0.0,0.0
京都,芝,1600,マジェスティックウォリアー,7,0,4,0.0,0.5714
京都,芝,1600,マツリダゴッホ,3,0,0,0.0,0.0
京都,芝,1600,ミッキーアイル,7,1,4,0.1429,0.5714
京都,芝,1600,ミッキーロケット,1,0,0,0.0,0.0
京都,芝,1600,メイショウサムソン,1,0,0,0.0,0.0
京都,芝,1600,モーリス,19,0,8,0.0,0.4211
京都,芝,1600,ヤマカツエース,1,0,0,0.0,0.0
京都,芝,1600,ラブリーデイ,1,0,0,0.0,0.0
京都,芝,1600,リアルインパクト,1,0,0,0.0,0.0
京都,芝,1600,リアルスティール,6,0,1,0.0,0.1667
京都,芝,1600,リオンディーズ,27,1,10,0.037,0.3704
京都,芝,1600,リーチザクラウン,1,0,0,0.0,0.0
京都,芝,1600,ルーラーシップ,22,3,5,0.1364,0.2273
京都,芝,1600,レイデオロ,2,0,0,0.0,0.0
京都,芝,1600,レッドファルクス,1,0,0,0.0,0.0
京都,芝,1600,ロゴタイプ,1,0,0,0.0,0.0
京都,芝,1600,ロージズインメイ,1,0,0,0.0,0.0
京都,芝,1600,ロードカナロア,25,5,9,0.2,0.36
京都,芝,1600,ワールドエース,3,1,1,0.3333,0.3333
京都,芝,1600,ヴィクトワールピサ,3,1,2,0.3333,0.6667
京都,芝,1800,Farhh,1,0,1,0.0,1.0
京都,芝,1800,Hat Trick,2,1,1,0.5,0.5
京都,芝,1800,Kingman,1,0,0,0.0,0.0
京都,芝,1800,アドマイヤムーン,1,0,0,0.0,0.0
京都,芝,1800,アメリカンペイトリオット,3,0,0,0.0,0.0
京都,芝,1800,エイシンヒカリ,1,0,0,0.0,0.0
京都,芝,1800,エイシンフラッシュ,1,0,0,0.0,0.0
京都,芝,1800,エピファネイア,15,1,7,0.0667,0.4667
京都,芝,1800,オルフェーヴル,2,0,0,0.0,0.0
京都,芝,1800,キズナ,18,2,7,0.1111,0.3889
京都,芝,1800,キタサンブラック,12,3,4,0.25,0.3333
京都,芝,1800,キングカメハメハ,2,0,0,0.0,0.0
京都,芝,1800,キンシャサノキセキ,4,0,0,0.0,0.0
京都,芝,1800,グラスワンダー,1,1,1,1.0,1.0
京都,芝,1800,ゴールドアクター,2,0,0,0.0,0.0
京都,芝,1800,ゴールドアリュール,1,0,0,0.0,0.0
京都,芝,1800,ゴールドシップ,5,1,2,0.2,0.4
京都,芝,1800,サトノダイヤモンド,4,2,3,0.5,0.75
京都,芝,1800,ザファクター,2,0,0,0.0,0.0
京都,芝,1800,シルバーステート,4,0,0,0.0,0.0
京都,芝,1800,ジャスタウェイ,4,0,0,0.0,0.0
京都,芝,1800,ジャングルポケット,2,0,0,0.0,0.0
京都,芝,1800,スクリーンヒーロー,1,0,0,0.0,0.0
京都,芝,1800,スピルバーグ,4,1,4,0.25,1.0
京都,芝,1800,スワーヴリチャード,5,2,5,0.4,1.0
京都,芝,1800,タニノギムレット,1,0,0,0.0,0.0
京都,芝,1800,ダイワメジャー,8,1,2,0.125,0.25
京都,芝,1800,ダノンシャンティ,1,0,0,0.0,0.0
京都,芝,1800,ダノンバラード,1,0,0,0.0,0.0
京都,芝,1800,ディスクリートキャット,3,0,0,0.0,0.0
京都,芝,1800,ディープインパクト,16,2,8,0.125,0.5
京都,芝,1800,ディープブリランテ,4,0,0,0.0,0.0
京都,芝,1800,ディーマジェスティ,2,1,2,0.5,1.0
京都,芝,1800,デクラレーションオブウォー,3,0,1,0.0,0.3333
京都,芝,1800,トゥザグローリー,1,0,0,0.0,0.0
京都,芝,1800,ドゥラメンテ,10,2,5,0.2,0.5
京都,芝,1800,ドリームジャーニー,1,0,0,0.0,0.0
京都,芝,1800,ドレフォン,4,0,2,0.0,0.5
京都,芝,1800,ネロ,1,0,0,0.0,0.0
京都,芝,1800,ノヴェリスト,1,0,0,0.0,0.0
京都,芝,1800,ハーツクライ,15,2,2,0.1333,0.1333
京都,芝,1800,ハービンジャー,13,0,0,0.0,0.0
京都,芝,1800,バゴ,1,0,0,0.0,0.0
京都,芝,1800,ビッグアーサー,1,0,0,0.0,0.0
京都,芝,1800,ビーチパトロール,1,0,0,0.0,0.0
京都,芝,1800,ファインニードル,1,0,0,0.0,0.0
京都,芝,1800,フェノーメノ,2,0,2,0.0,1.0
京都,芝,1800,ブラックタイド,3,0,1,0.0,0.3333
京都,芝,1800,ブリックスアンドモルタル,1,0,1,0.0,1.0
京都,芝,1800,マインドユアビスケッツ,2,0,0,0.0,0.0
京都,芝,1800,マクフィ,1,0,0,0.0,0.0
京都,芝,1800,マジェスティックウォリアー,2,0,0,0.0,0.0
京都,芝,1800,マツリダゴッホ,1,0,0,0.0,0.0
京都,芝,1800,ミッキーアイル,2,0,1,0.0,0.5
京都,芝,1800,ミッキーロケット,2,0,0,0.0,0.0
京都,芝,1800,モンテロッソ,2,0,0,0.0,0.0
京都,芝,1800,モーリス,11,3,6,0.2727,0.5455
京都,芝,1800,リアルスティール,12,0,6,0.0,0.5
京都,芝,1800,リオンディーズ,2,0,0,0.0,0.0
京都,芝,1800,ルーラーシップ,16,0,2,0.0,0.125
京都,芝,1800,レイデオロ,3,1,2,0.3333,0.6667
京都,芝,1800,レッドスパーダ,1,0,0,0.0,0.0
京都,芝,1800,ロージズインメイ,1,0,0,0.0,0.0
京都,芝,1800,ローズキングダム,2,0,0,0.0,0.0
京都,芝,1800,ロードカナロア,22,3,8,0.1364,0.3636
京都,芝,1800,ワークフォース,2,0,0,0.0,0.0
京都,芝,1800,ワールドエース,1,0,0,0.0,0.0
京都,芝,1800,ヴィクトワールピサ,2,0,1,0.0,0.5
京都,芝,2000,Lea,1,0,0,0.0,0.0
京都,芝,2000,Point of Entry,2,1,2,0.5,1.0
京都,芝,2000,Saxon Warrior,1,0,0,0.0,0.0
京都,芝,2000,Shamardal,1,0,0,0.0,0.0
京都,芝,2000,アメリカンペイトリオット,1,0,0,0.0,0.0
京都,芝,2000,エイシンヒカリ,2,1,1,0.5,0.5
京都,芝,2000,エイシンフラッシュ,4,0,0,0.0,0.0
京都,芝,2000,エピファネイア,14,0,4,0.0,0.2857
京都,芝,2000,オルフェーヴル,8,0,4,0.0,0.5
京都,芝,2000,カリフォルニアクローム,1,0,0,0.0,0.0
京都,芝,2000,キズナ,26,8,9,0.3077,0.3462
京都,芝,2000,キタサンブラック,9,0,3,0.0,0.3333
京都,芝,2000,キングカメハメハ,9,0,3,0.0,0.3333
京都,芝,2000,キングヘイロー,1,0,1,0.0,1.0
京都,芝,2000,キンシャサノキセキ,1,0,0,0.0,0.0
京都,芝,2000,クリエイター2,1,0,0,0.0,0.0
京都,芝,2000,グランデッツァ,2,0,0,0.0,0.0
京都,芝,2000,グランプリボス,1,0,0,0.0,0.0
京都,芝,2000,グレーターロンドン,1,0,0,0.0,0.0
京都,芝,2000,コパノリッキー,1,0,0,0.0,0.0
京都,芝,2000,ゴールドアクター,1,0,0,0.0,0.0
京都,芝,2000,ゴールドシップ,11,1,2,0.0909,0.1818
京都,芝,2000,サダムパテック,1,0,0,0.0,0.0
京都,芝,2000,サトノアラジン,3,0,0,0.0,0.0
京都,芝,2000,サトノクラウン,1,0,0,0.0,0.0
京都,芝,2000,サトノダイヤモンド,4,1,2,0.25,0.5
京都,芝,2000,サムライハート,1,0,0,0.0,0.0
京都,芝,2000,シルバーステート,3,0,0,0.0,0.0
京都,芝,2000,ジャスタウェイ,5,2,2,0.4,0.4
京都,芝,2000,ジョーカプチーノ,1,0,0,0.0,0.0
京都,芝,2000,スクリーンヒーロー,4,0,1,0.0,0.25
京都,芝,2000,スピルバーグ,1,0,0,0.0,0.0
京都,芝,2000,スワーヴリチャード,1,1,1,1.0,1.0
京都,芝,2000,ダイワメジャー,5,0,0,0.0,0.0
京都,芝,2000,ダノンシャンティ,3,0,2,0.0,0.6667
京都,芝,2000,ディープインパクト,17,2,6,0.1176,0.3529
京都,芝,2000,ディーマジェスティ,1,0,1,0.0,1.0
京都,芝,2000,デクラレーションオブウォー,1,0,0,0.0,0.0
京都,芝,2000,トーセンホマレボシ,2,0,0,0.0,0.0
京都,芝,2000,ドゥラメンテ,14,1,3,0.0714,0.2143
京都,芝,2000,ドリームジャーニー,6,0,0,0.0,0.0
京都,芝,2000,ドレフォン,2,0,0,0.0,0.0
京都,芝,2000,ニシケンモノノフ,1,0,0,0.0,0.0
京都,芝,2000,ノヴェリスト,3,0,1,0.0,0.3333
京都,芝,2000,ハーツクライ,21,1,5,0.0476,0.2381
京都,芝,2000,ハービンジャー,18,2,6,0.1111,0.3333
京都,芝,2000,バゴ,2,0,1,0.0,0.5
京都,芝,2000,ビーチパトロール,3,0,1,0.0,0.3333
京都,芝,2000,ファインニードル,1,0,1,0.0,1.0
京都,芝,2000,ブラックタイド,5,0,2,0.0,0.4
京都,芝,2000,ブリックスアンドモルタル,1,0,0,0.0,0.0
京都,芝,2000,マインドユアビスケッツ,2,0,1,0.0,0.5
京都,芝,2000,マジェスティックウォリアー,1,0,0,0.0,0.0
京都,芝,2000,ミッキーアイル,2,0,0,0.0,0.0
京都,芝,2000,ミッキーロケット,3,1,2,0.3333,0.6667
京都,芝,2000,メイショウサムソン,2,1,2,0.5,1.0
京都,芝,2000,モーリス,17,1,4,0.0588,0.2353
京都,芝,2000,リアルスティール,4,0,1,0.0,0.25
京都,芝,2000,リオンディーズ,2,0,1,0.0,0.5
京都,芝,2000,ルーラーシップ,7,0,1,0.0,0.1429
京都,芝,2000,ロージズインメイ,2,0,0,0.0,0.0
京都,芝,2000,ロードカナロア,7,2,2,0.2857,0.2857
京都,芝,2000,ワールドエース,1,0,0,0.0,0.0
京都,芝,2000,ヴィクトワールピサ,3,0,0,0.0,0.0
京都,芝,2200,Arrogate,1,0,0,0.0,0.0
京都,芝,2200,Saxon Warrior,1,0,1,0.0,1.0
京都,芝,2200,アイルハヴアナザー,1,0,1,0.0,1.0
京都,芝,2200,アルアイン,1,0,0,0.0,0.0
京都,芝,2200,イスラボニータ,1,1,1,1.0,1.0
京都,芝,2200,エピファネイア,10,2,4,0.2,0.4
京都,芝,2200,オルフェーヴル,10,1,4,0.1,0.4
京都,芝,2200,キズナ,10,3,7,0.3,0.7
京都,芝,2200,キタサンブラック,3,1,2,0.3333,0.6667
京都,芝,2200,キングカメハメハ,6,0,1,0.0,0.1667
京都,芝,2200,グラスワンダー,2,0,0,0.0,0.0
京都,芝,2200,ケープブランコ,1,0,0,0.0,0.0
