場所,芝・ダ,距離,内容,母数,勝利数,複勝数,条件,単勝率,複勝率,順位,ランク
中京,ダ,1400,パイロ,17,2,4,血統,0.1176,0.2353,20,A
中京,ダ,1400,ドレフォン,17,2,2,血統,0.1176,0.1176,21,A
中京,ダ,1400,ロードカナロア,35,4,11,血統,0.1143,0.3143,22,A
中京,ダ,1400,ヘニーヒューズ,29,3,8,血統,0.1034,0.2759,23,A
中京,ダ,1400,シニスターミニスター,23,2,9,血統,0.087,0.3913,24,A
中京,ダ,1400,ジャスタウェイ,17,1,4,血統,0.0588,0.2353,25,A
中京,ダ,1400,マクフィ,19,1,4,血統,0.0526,0.2105,26,A
中京,ダ,1400,マジェスティックウォリアー,24,1,4,血統,0.0417,0.1667,27,A
中京,ダ,1400,キズナ,25,1,6,血統,0.04,0.24,28,A
中京,ダ,1400,Kantharos,1,0,1,血統,0.0,1.0,29,A
中京,ダ,1400,Maclean's Music,1,0,1,血統,0.0,1.0,30,A
中京,ダ,1400,War Front,1,0,1,血統,0.0,1.0,31,B
中京,ダ,1400,エンパイアメーカー,1,0,1,血統,0.0,1.0,32,B
中京,ダ,1400,ニューイヤーズデイ,1,0,1,血統,0.0,1.0,33,B
中京,ダ,1400,マインドユアビスケッツ,1,0,1,血統,0.0,1.0,34,B
中京,ダ,1400,Distorted Humor,2,0,1,血統,0.0,0.5,35,B
中京,ダ,1400,シャンハイボビー,2,0,1,血統,0.0,0.5,36,B
中京,ダ,1400,Frankel,5,0,2,血統,0.0,0.4,37,B
中京,ダ,1400,スクリーンヒーロー,8,0,3,血統,0.0,0.375,38,B
中京,ダ,1400,コパノリッキー,6,0,2,血統,0.0,0.3333,39,B
中京,ダ,1400,ディープインパクト,6,0,2,血統,0.0,0.3333,40,B
中京,ダ,1400,タートルボウル,3,0,1,血統,0.0,0.3333,41,B
中京,ダ,1400,ダノンシャーク,3,0,1,血統,0.0,0.3333,42,B
中京,ダ,1400,デクラレーションオブウォー,3,0,1,血統,0.0,0.3333,43,B
中京,ダ,1400,マツリダゴッホ,4,0,1,血統,0.0,0.25,44,B
中京,ダ,1400,ルーラーシップ,17,0,4,血統,0.0,0.2353,45,B
中京,ダ,1400,キタサンブラック,5,0,1,血統,0.0,0.2,46,B
中京,ダ,1400,スズカコーズウェイ,5,0,1,血統,0.0,0.2,47,B
中京,ダ,1400,リオンディーズ,5,0,1,血統,0.0,0.2,48,B
中京,ダ,1400,ワールドエース,5,0,1,血統,0.0,0.2,49,B
中京,ダ,1400,モーリス,12,0,2,血統,0.0,0.1667,50,B
中京,ダ,1400,ディープブリランテ,6,0,1,血統,0.0,0.1667,51,B
中京,ダ,1400,アジアエクスプレス,7,0,1,血統,0.0,0.1429,52,B
中京,ダ,1400,ザファクター,7,0,1,血統,0.0,0.1429,53,B
中京,ダ,1400,キンシャサノキセキ,27,0,3,血統,0.0,0.1111,54,B
中京,ダ,1400,エイシンフラッシュ,10,0,0,血統,0.0,0.0,55,B
中京,ダ,1400,オルフェーヴル,9,0,0,血統,0.0,0.0,56,B
中京,ダ,1400,キングカメハメハ,7,0,0,血統,0.0,0.0,57,B
中京,ダ,1400,ゴールドアリュール,7,0,0,血統,0.0,0.0,58,B
中京,ダ,1400,ミッキーアイル,6,0,0,血統,0.0,0.0,59,B
中京,ダ,1400,アメリカンペイトリオット,5,0,0,血統,0.0,0.0,60,B
中京,ダ,1400,エピファネイア,5,0,0,血統,0.0,0.0,61,B
中京,ダ,1400,サウスヴィグラス,5,0,0,血統,0.0,0.0,62,B
中京,ダ,1400,シルバーステート,5,0,0,血統,0.0,0.0,63,B
中京,ダ,1400,ストロングリターン,5,0,0,血統,0.0,0.0,64,B
中京,ダ,1400,スマートファルコン,5,0,0,血統,0.0,0.0,65,B
中京,ダ,1400,ダノンレジェンド,5,0,0,血統,0.0,0.0,66,B
中京,ダ,1400,リアルインパクト,5,0,0,血統,0.0,0.0,67,B
中京,ダ,1400,ローエングリン,5,0,0,血統,0.0,0.0,68,B
中京,ダ,1400,Pioneerof the Nile,4,0,0,血統,0.0,0.0,69,B
中京,ダ,1400,Speightstown,4,0,0,血統,0.0,0.0,70,B
中京,ダ,1400,ダイシンオレンジ,4,0,0,血統,0.0,0.0,71,B
中京,ダ,1400,ニホンピロアワーズ,4,0,0,血統,0.0,0.0,72,B
中京,ダ,1400,フリオーソ,4,0,0,血統,0.0,0.0,73,B
中京,ダ,1400,ロージズインメイ,4,0,0,血統,0.0,0.0,74,B
中京,ダ,1400,グランプリボス,3,0,0,血統,0.0,0.0,75,B
中京,ダ,1400,メイショウサムソン,3,0,0,血統,0.0,0.0,76,C
中京,ダ,1400,メイショウボーラー,3,0,0,血統,0.0,0.0,77,C
中京,ダ,1400,Frosted,2,0,0,血統,0.0,0.0,78,C
中京,ダ,1400,Into Mischief,2,0,0,血統,0.0,0.0,79,C
中京,ダ,1400,Street Sense,2,0,0,血統,0.0,0.0,80,C
中京,ダ,1400,アポロキングダム,2,0,0,血統,0.0,0.0,81,C
中京,ダ,1400,アーネストリー,2,0,0,血統,0.0,0.0,82,C
中京,ダ,1400,エスケンデレヤ,2,0,0,血統,0.0,0.0,83,C
中京,ダ,1400,エスポワールシチー,2,0,0,血統,0.0,0.0,84,C
中京,ダ,1400,キングズベスト,2,0,0,血統,0.0,0.0,85,C
中京,ダ,1400,クリエイター2,2,0,0,血統,0.0,0.0,86,C
中京,ダ,1400,ケープブランコ,2,0,0,血統,0.0,0.0,87,C
中京,ダ,1400,サトノアラジン,2,0,0,血統,0.0,0.0,88,C
中京,ダ,1400,シルポート,2,0,0,血統,0.0,0.0,89,C
中京,ダ,1400,シンボリクリスエス,2,0,0,血統,0.0,0.0,90,C
中京,ダ,1400,ダノンシャンティ,2,0,0,血統,0.0,0.0,91,C
中京,ダ,1400,トゥザグローリー,2,0,0,血統,0.0,0.0,92,C
中京,ダ,1400,ネオユニヴァース,2,0,0,血統,0.0,0.0,93,C
中京,ダ,1400,ノヴェリスト,2,0,0,血統,0.0,0.0,94,C
中京,ダ,1400,ハクサンムーン,2,0,0,血統,0.0,0.0,95,C
中京,ダ,1400,ビッグアーサー,2,0,0,血統,0.0,0.0,96,C
中京,ダ,1400,フェノーメノ,2,0,0,血統,0.0,0.0,97,C
中京,ダ,1400,プリサイスエンド,2,0,0,血統,0.0,0.0,98,C
中京,ダ,1400,ヘニーハウンド,2,0,0,血統,0.0,0.0,99,C
中京,ダ,1400,ラブリーデイ,2,0,0,血統,0.0,0.0,100,C
中京,ダ,1400,ヴァンセンヌ,2,0,0,血統,0.0,0.0,101,C
中京,ダ,1400,Air Force Blue,1,0,0,血統,0.0,0.0,102,C
中京,ダ,1400,American Pharoah,1,0,0,血統,0.0,0.0,103,C
中京,ダ,1400,Bobby's Kitten,1,0,0,血統,0.0,0.0,104,C
中京,ダ,1400,Carpe Diem,1,0,0,血統,0.0,0.0,105,C
中京,ダ,1400,Constitution,1,0,0,血統,0.0,0.0,106,C
中京,ダ,1400,Gleneagles,1,0,0,血統,0.0,0.0,107,C
中京,ダ,1400,Hard Spun,1,0,0,血統,0.0,0.0,108,C
中京,ダ,1400,Medaglia d'Oro,1,0,0,血統,0.0,0.0,109,C
中京,ダ,1400,Mineshaft,1,0,0,血統,0.0,0.0,110,C
中京,ダ,1400,Mohaymen,1,0,0,血統,0.0,0.0,111,C
中京,ダ,1400,More Than Ready,1,0,0,血統,0.0,0.0,112,C
中京,ダ,1400,New Approach,1,0,0,血統,0.0,0.0,113,C
中京,ダ,1400,Quality Road,1,0,0,血統,0.0,0.0,114,C
中京,ダ,1400,Street Cry,1,0,0,血統,0.0,0.0,115,C
中京,ダ,1400,Uncle Mo,1,0,0,血統,0.0,0.0,116,C
中京,ダ,1400,アスカクリチャン,1,0,0,血統,0.0,0.0,117,C
中京,ダ,1400,アドマイヤマックス,1,0,0,血統,0.0,0.0,118,C
中京,ダ,1400,エイシンヒカリ,1,0,0,血統,0.0,0.0,119,C
中京,ダ,1400,オウケンブルースリ,1,0,0,血統,0.0,0.0,120,C
中京,ダ,1400,カネヒキリ,1,0,0,血統,0.0,0.0,121,D
中京,ダ,1400,クレスコグランド,1,0,0,血統,0.0,0.0,122,D
中京,ダ,1400,クロフネ,1,0,0,血統,0.0,0.0,123,D
中京,ダ,1400,グレーターロンドン,1,0,0,血統,0.0,0.0,124,D
中京,ダ,1400,ゴールドシップ,1,0,0,血統,0.0,0.0,125,D
中京,ダ,1400,サダムパテック,1,0,0,血統,0.0,0.0,126,D
中京,ダ,1400,サムライハート,1,0,0,血統,0.0,0.0,127,D
中京,ダ,1400,シュヴァルグラン,1,0,0,血統,0.0,0.0,128,D
中京,ダ,1400,スウェプトオーヴァーボード,1,0,0,血統,0.0,0.0,129,D
中京,ダ,1400,スズカフェニックス,1,0,0,血統,0.0,0.0,130,D
中京,ダ,1400,ステイゴールド,1,0,0,血統,0.0,0.0,131,D
中京,ダ,1400,タイムパラドックス,1,0,0,血統,0.0,0.0,132,D
中京,ダ,1400,タリスマニック,1,0,0,血統,0.0,0.0,133,D
中京,ダ,1400,トゥザワールド,1,0,0,血統,0.0,0.0,134,D
中京,ダ,1400,トーセンジョーダン,1,0,0,血統,0.0,0.0,135,D
中京,ダ,1400,ナムラタイタン,1,0,0,血統,0.0,0.0,136,D
中京,ダ,1400,ノボジャック,1,0,0,血統,0.0,0.0,137,D
中京,ダ,1400,ノーザンリバー,1,0,0,血統,0.0,0.0,138,D
中京,ダ,1400,ハービンジャー,1,0,0,血統,0.0,0.0,139,D
中京,ダ,1400,バトルプラン,1,0,0,血統,0.0,0.0,140,D
中京,ダ,1400,ビーチパトロール,1,0,0,血統,0.0,0.0,141,D
中京,ダ,1400,ファインニードル,1,0,0,血統,0.0,0.0,142,D
中京,ダ,1400,マンハッタンカフェ,1,0,0,血統,0.0,0.0,143,D
中京,ダ,1400,モーニン,1,0,0,血統,0.0,0.0,144,D
中京,ダ,1400,リーチザクラウン,1,0,0,血統,0.0,0.0,145,D
中京,ダ,1400,ロゴタイプ,1,0,0,血統,0.0,0.0,146,D
中京,ダ,1400,ローレルゲレイロ,1,0,0,血統,0.0,0.0,147,D
中京,ダ,1400,ワイルドワンダー,1,0,0,血統,0.0,0.0,148,D
中京,ダ,1400,ワンダーアキュート,1,0,0,血統,0.0,0.0,149,D
中京,ダ,1400,ヴィクトワールピサ,1,0,0,血統,0.0,0.0,150,D
中京,ダ,1400,高木登,1,1,1,調教師,1.0,1.0,1,S
中京,ダ,1400,鹿戸雄一,1,1,1,調教師,1.0,1.0,2,A
中京,ダ,1400,吉岡辰弥,2,1,2,調教師,0.5,1.0,3,A
中京,ダ,1400,斉藤崇史,4,2,2,調教師,0.5,0.5,4,A
中京,ダ,1400,宮田敬介,2,1,1,調教師,0.5,0.5,5,A
中京,ダ,1400,戸田博文,2,1,1,調教師,0.5,0.5,6,A
中京,ダ,1400,石栗龍彦,2,1,1,調教師,0.5,0.5,7,A
中京,ダ,1400,角田晃一,2,1,1,調教師,0.5,0.5,8,A
中京,ダ,1400,四位洋文,5,2,3,調教師,0.4,0.6,9,A
中京,ダ,1400,本田優,5,2,3,調教師,0.4,0.6,10,A
中京,ダ,1400,川村禎彦,3,1,2,調教師,0.3333,0.6667,11,A
中京,ダ,1400,佐藤吉勝,3,1,1,調教師,0.3333,0.3333,12,A
中京,ダ,1400,石坂公一,3,1,1,調教師,0.3333,0.3333,13,A
中京,ダ,1400,中尾秀正,7,2,3,調教師,0.2857,0.4286,14,A
中京,ダ,1400,伊藤圭三,8,2,2,調教師,0.25,0.25,15,A
中京,ダ,1400,小笠倫弘,9,2,2,調教師,0.2222,0.2222,16,A
中京,ダ,1400,浜田多実,10,2,6,調教師,0.2,0.6,17,A
中京,ダ,1400,須貝尚介,5,1,2,調教師,0.2,0.4,18,A
中京,ダ,1400,高柳大輔,12,2,7,調教師,0.1667,0.5833,19,A
中京,ダ,1400,大久保龍,6,1,3,調教師,0.1667,0.5,20,A
中京,ダ,1400,牧浦充徳,6,1,2,調教師,0.1667,0.3333,21,A
中京,ダ,1400,西園正都,6,1,2,調教師,0.1667,0.3333,22,A
中京,ダ,1400,上村洋行,7,1,2,調教師,0.1429,0.2857,23,A
中京,ダ,1400,南井克巳,7,1,2,調教師,0.1429,0.2857,24,A
中京,ダ,1400,高橋康之,7,1,2,調教師,0.1429,0.2857,25,A
中京,ダ,1400,北出成人,7,1,1,調教師,0.1429,0.1429,26,A
中京,ダ,1400,高橋亮,7,1,1,調教師,0.1429,0.1429,27,A
中京,ダ,1400,安田翔伍,8,1,5,調教師,0.125,0.625,28,A
中京,ダ,1400,庄野靖志,8,1,3,調教師,0.125,0.375,29,A
中京,ダ,1400,佐々木晶,8,1,1,調教師,0.125,0.125,30,A
中京,ダ,1400,高野友和,8,1,1,調教師,0.125,0.125,31,A
中京,ダ,1400,杉山晴紀,9,1,1,調教師,0.1111,0.1111,32,A
中京,ダ,1400,松永幹夫,11,1,3,調教師,0.0909,0.2727,33,A
中京,ダ,1400,平田修,11,1,2,調教師,0.0909,0.1818,34,B
中京,ダ,1400,飯田祐史,11,1,1,調教師,0.0909,0.0909,35,B
中京,ダ,1400,小崎憲,14,1,2,調教師,0.0714,0.1429,36,B
中京,ダ,1400,高橋文雅,1,0,1,調教師,0.0,1.0,37,B
中京,ダ,1400,村山明,6,0,3,調教師,0.0,0.5,38,B
中京,ダ,1400,西園翔太,4,0,2,調教師,0.0,0.5,39,B
中京,ダ,1400,堀宣行,2,0,1,調教師,0.0,0.5,40,B
中京,ダ,1400,尾関知人,2,0,1,調教師,0.0,0.5,41,B
中京,ダ,1400,藤岡健一,2,0,1,調教師,0.0,0.5,42,B
中京,ダ,1400,安田隆行,13,0,6,調教師,0.0,0.4615,43,B
中京,ダ,1400,武英智,5,0,2,調教師,0.0,0.4,44,B
中京,ダ,1400,池江泰寿,5,0,2,調教師,0.0,0.4,45,B
中京,ダ,1400,鮫島一歩,6,0,2,調教師,0.0,0.3333,46,B
中京,ダ,1400,友道康夫,3,0,1,調教師,0.0,0.3333,47,B
中京,ダ,1400,松山将樹,3,0,1,調教師,0.0,0.3333,48,B
中京,ダ,1400,森田直行,3,0,1,調教師,0.0,0.3333,49,B
中京,ダ,1400,橋口慎介,3,0,1,調教師,0.0,0.3333,50,B
中京,ダ,1400,武幸四郎,3,0,1,調教師,0.0,0.3333,51,B
中京,ダ,1400,田島俊明,3,0,1,調教師,0.0,0.3333,52,B
中京,ダ,1400,笹田和秀,3,0,1,調教師,0.0,0.3333,53,B
中京,ダ,1400,茶木太樹,3,0,1,調教師,0.0,0.3333,54,B
中京,ダ,1400,菊沢隆徳,3,0,1,調教師,0.0,0.3333,55,B
中京,ダ,1400,辻野泰之,3,0,1,調教師,0.0,0.3333,56,B
中京,ダ,1400,鈴木伸尋,3,0,1,調教師,0.0,0.3333,57,B
中京,ダ,1400,岡田稲男,10,0,3,調教師,0.0,0.3,58,B
中京,ダ,1400,渡辺薫彦,11,0,3,調教師,0.0,0.2727,59,B
中京,ダ,1400,中竹和也,4,0,1,調教師,0.0,0.25,60,B
中京,ダ,1400,五十嵐忠,4,0,1,調教師,0.0,0.25,61,B
中京,ダ,1400,宮本博,4,0,1,調教師,0.0,0.25,62,B
中京,ダ,1400,田村康仁,4,0,1,調教師,0.0,0.25,63,B
中京,ダ,1400,中野栄治,5,0,1,調教師,0.0,0.2,64,B
中京,ダ,1400,加藤和宏,5,0,1,調教師,0.0,0.2,65,B
中京,ダ,1400,斎藤誠,5,0,1,調教師,0.0,0.2,66,B
中京,ダ,1400,武藤善則,5,0,1,調教師,0.0,0.2,67,B
中京,ダ,1400,加用正,7,0,1,調教師,0.0,0.1429,68,B
中京,ダ,1400,坂口智康,7,0,1,調教師,0.0,0.1429,69,B
中京,ダ,1400,奥村豊,7,0,1,調教師,0.0,0.1429,70,B
中京,ダ,1400,杉山佳明,7,0,1,調教師,0.0,0.1429,71,B
中京,ダ,1400,池添兼雄,7,0,1,調教師,0.0,0.1429,72,B
中京,ダ,1400,飯田雄三,7,0,1,調教師,0.0,0.1429,73,B
中京,ダ,1400,松下武士,8,0,1,調教師,0.0,0.125,74,B
中京,ダ,1400,清水久詞,8,0,1,調教師,0.0,0.125,75,B
中京,ダ,1400,木原一良,9,0,1,調教師,0.0,0.1111,76,B
中京,ダ,1400,吉田直弘,10,0,1,調教師,0.0,0.1,77,B
中京,ダ,1400,森秀行,11,0,1,調教師,0.0,0.0909,78,B
中京,ダ,1400,大橋勇樹,11,0,0,調教師,0.0,0.0,79,B
中京,ダ,1400,松永昌博,8,0,0,調教師,0.0,0.0,80,B
中京,ダ,1400,矢野英一,7,0,0,調教師,0.0,0.0,81,B
中京,ダ,1400,石橋守,7,0,0,調教師,0.0,0.0,82,B
中京,ダ,1400,矢作芳人,6,0,0,調教師,0.0,0.0,83,B
中京,ダ,1400,羽月友彦,6,0,0,調教師,0.0,0.0,84,B
中京,ダ,1400,長谷川浩,6,0,0,調教師,0.0,0.0,85,C
中京,ダ,1400,中村直也,5,0,0,調教師,0.0,0.0,86,C
中京,ダ,1400,小林真也,5,0,0,調教師,0.0,0.0,87,C
中京,ダ,1400,服部利之,5,0,0,調教師,0.0,0.0,88,C
中京,ダ,1400,橋田満,5,0,0,調教師,0.0,0.0,89,C
中京,ダ,1400,河内洋,5,0,0,調教師,0.0,0.0,90,C
中京,ダ,1400,中内田充,4,0,0,調教師,0.0,0.0,91,C
中京,ダ,1400,新谷功一,4,0,0,調教師,0.0,0.0,92,C
中京,ダ,1400,杉浦宏昭,4,0,0,調教師,0.0,0.0,93,C
中京,ダ,1400,畑端省吾,4,0,0,調教師,0.0,0.0,94,C
中京,ダ,1400,音無秀孝,4,0,0,調教師,0.0,0.0,95,C
中京,ダ,1400,今野貞一,3,0,0,調教師,0.0,0.0,96,C
中京,ダ,1400,加藤士津,3,0,0,調教師,0.0,0.0,97,C
中京,ダ,1400,和田正一,3,0,0,調教師,0.0,0.0,98,C
中京,ダ,1400,国枝栄,3,0,0,調教師,0.0,0.0,99,C
中京,ダ,1400,土田稔,3,0,0,調教師,0.0,0.0,100,C
中京,ダ,1400,寺島良,3,0,0,調教師,0.0,0.0,101,C
中京,ダ,1400,小野次郎,3,0,0,調教師,0.0,0.0,102,C
中京,ダ,1400,本間忍,3,0,0,調教師,0.0,0.0,103,C
中京,ダ,1400,梅田智之,3,0,0,調教師,0.0,0.0,104,C
中京,ダ,1400,田中克典,3,0,0,調教師,0.0,0.0,105,C
中京,ダ,1400,蛯名正義,3,0,0,調教師,0.0,0.0,106,C
中京,ダ,1400,高橋義忠,3,0,0,調教師,0.0,0.0,107,C
中京,ダ,1400,久保田貴,2,0,0,調教師,0.0,0.0,108,C
中京,ダ,1400,古賀慎明,2,0,0,調教師,0.0,0.0,109,C
中京,ダ,1400,吉村圭司,2,0,0,調教師,0.0,0.0,110,C
中京,ダ,1400,和田勇介,2,0,0,調教師,0.0,0.0,111,C
中京,ダ,1400,和田雄二,2,0,0,調教師,0.0,0.0,112,C
中京,ダ,1400,大根田裕,2,0,0,調教師,0.0,0.0,113,C
中京,ダ,1400,大竹正博,2,0,0,調教師,0.0,0.0,114,C
中京,ダ,1400,奥平雅士,2,0,0,調教師,0.0,0.0,115,C
中京,ダ,1400,宮徹,2,0,0,調教師,0.0,0.0,116,C
中京,ダ,1400,小椋研介,2,0,0,調教師,0.0,0.0,117,C
中京,ダ,1400,小西一男,2,0,0,調教師,0.0,0.0,118,C
中京,ダ,1400,岩戸孝樹,2,0,0,調教師,0.0,0.0,119,C
中京,ダ,1400,武井亮,2,0,0,調教師,0.0,0.0,120,C
中京,ダ,1400,牧田和弥,2,0,0,調教師,0.0,0.0,121,C
中京,ダ,1400,田中剛,2,0,0,調教師,0.0,0.0,122,C
中京,ダ,1400,竹内正洋,2,0,0,調教師,0.0,0.0,123,C
中京,ダ,1400,粕谷昌央,2,0,0,調教師,0.0,0.0,124,C
中京,ダ,1400,荒川義之,2,0,0,調教師,0.0,0.0,125,C
中京,ダ,1400,萩原清,2,0,0,調教師,0.0,0.0,126,C
中京,ダ,1400,西村真幸,2,0,0,調教師,0.0,0.0,127,C
中京,ダ,1400,金成貴史,2,0,0,調教師,0.0,0.0,128,C
中京,ダ,1400,鈴木孝志,2,0,0,調教師,0.0,0.0,129,C
中京,ダ,1400,鈴木慎太,2,0,0,調教師,0.0,0.0,130,C
中京,ダ,1400,上原博之,1,0,0,調教師,0.0,0.0,131,C
中京,ダ,1400,中舘英二,1,0,0,調教師,0.0,0.0,132,C
中京,ダ,1400,今津博之,1,0,0,調教師,0.0,0.0,133,C
中京,ダ,1400,伊藤伸一,1,0,0,調教師,0.0,0.0,134,C
中京,ダ,1400,佐久間雅,1,0,0,調教師,0.0,0.0,135,C
中京,ダ,1400,加藤征弘,1,0,0,調教師,0.0,0.0,136,D
中京,ダ,1400,千田輝彦,1,0,0,調教師,0.0,0.0,137,D
中京,ダ,1400,堀内岳志,1,0,0,調教師,0.0,0.0,138,D
中京,ダ,1400,大和田成,1,0,0,調教師,0.0,0.0,139,D
中京,ダ,1400,天間昭一,1,0,0,調教師,0.0,0.0,140,D
中京,ダ,1400,安達昭夫,1,0,0,調教師,0.0,0.0,141,D
中京,ダ,1400,小栗実,1,0,0,調教師,0.0,0.0,142,D
中京,ダ,1400,昆貢,1,0,0,調教師,0.0,0.0,143,D
中京,ダ,1400,村田一誠,1,0,0,調教師,0.0,0.0,144,D
中京,ダ,1400,松永康利,1,0,0,調教師,0.0,0.0,145,D
中京,ダ,1400,根本康広,1,0,0,調教師,0.0,0.0,146,D
中京,ダ,1400,池上昌和,1,0,0,調教師,0.0,0.0,147,D
中京,ダ,1400,池添学,1,0,0,調教師,0.0,0.0,148,D
中京,ダ,1400,河嶋宏樹,1,0,0,調教師,0.0,0.0,149,D
中京,ダ,1400,浅野洋一,1,0,0,調教師,0.0,0.0,150,D
中京,ダ,1400,深山雅史,1,0,0,調教師,0.0,0.0,151,D
中京,ダ,1400,牧光二,1,0,0,調教師,0.0,0.0,152,D
中京,ダ,1400,田中博康,1,0,0,調教師,0.0,0.0,153,D
中京,ダ,1400,畠山吉宏,1,0,0,調教師,0.0,0.0,154,D
中京,ダ,1400,的場均,1,0,0,調教師,0.0,0.0,155,D
中京,ダ,1400,相沢郁,1,0,0,調教師,0.0,0.0,156,D
中京,ダ,1400,石毛善彦,1,0,0,調教師,0.0,0.0,157,D
中京,ダ,1400,稲垣幸雄,1,0,0,調教師,0.0,0.0,158,D
中京,ダ,1400,緒方努,1,0,0,調教師,0.0,0.0,159,D
中京,ダ,1400,萱野浩二,1,0,0,調教師,0.0,0.0,160,D
中京,ダ,1400,藤原英昭,1,0,0,調教師,0.0,0.0,161,D
中京,ダ,1400,藤沢則雄,1,0,0,調教師,0.0,0.0,162,D
中京,ダ,1400,藤野健太,1,0,0,調教師,0.0,0.0,163,D
中京,ダ,1400,蛯名利弘,1,0,0,調教師,0.0,0.0,164,D
中京,ダ,1400,西田雄一,1,0,0,調教師,0.0,0.0,165,D
中京,ダ,1400,辻哲英,1,0,0,調教師,0.0,0.0,166,D
中京,ダ,1400,野中賢二,1,0,0,調教師,0.0,0.0,167,D
中京,ダ,1400,青木孝文,1,0,0,調教師,0.0,0.0,168,D
中京,ダ,1400,高橋一哉,1,0,0,調教師,0.0,0.0,169,D
中京,ダ,1400,稍,69,5,15,馬場,0.0725,0.2174,1,S
中京,ダ,1400,良,488,32,97,馬場,0.0656,0.1988,2,B
中京,ダ,1400,不,47,3,9,馬場,0.0638,0.1915,3,C
中京,ダ,1400,重,64,4,12,馬場,0.0625,0.1875,4,D
中京,ダ,1800,金沢,2,1,1,前走場所,0.5,0.5,1,S
中京,ダ,1800,名古,5,1,2,前走場所,0.2,0.4,2,A
中京,ダ,1800,札幌,17,2,4,前走場所,0.1176,0.2353,3,A
中京,ダ,1800,新潟,57,6,16,前走場所,0.1053,0.2807,4,B
中京,ダ,1800,福島,38,4,6,前走場所,0.1053,0.1579,5,B
中京,ダ,1800,阪神,219,23,58,前走場所,0.105,0.2648,6,B
中京,ダ,1800,函館,10,1,3,前走場所,0.1,0.3,7,B
中京,ダ,1800,小倉,65,6,11,前走場所,0.0923,0.1692,8,B
中京,ダ,1800,京都,65,5,18,前走場所,0.0769,0.2769,9,B
中京,ダ,1800,中京,172,10,39,前走場所,0.0581,0.2267,10,C
中京,ダ,1800,東京,71,4,17,前走場所,0.0563,0.2394,11,C
中京,ダ,1800,船橋,2,0,1,前走場所,0.0,0.5,12,C
中京,ダ,1800,門別,2,0,1,前走場所,0.0,0.5,13,C
中京,ダ,1800,園田,4,0,1,前走場所,0.0,0.25,14,C
中京,ダ,1800,中山,43,0,8,前走場所,0.0,0.186,15,C
中京,ダ,1800,笠松,4,0,0,前走場所,0.0,0.0,16,D
中京,ダ,1800,川崎,2,0,0,前走場所,0.0,0.0,17,D
中京,ダ,1800,浦和,2,0,0,前走場所,0.0,0.0,18,D
中京,ダ,1800,姫路,1,0,0,前走場所,0.0,0.0,19,D
中京,ダ,1800,逃げ切り,70,13,22,勝ち方,0.1857,0.3143,1,S
中京,ダ,1800,先行押し切り,204,24,84,勝ち方,0.1176,0.4118,2,B
中京,ダ,1800,まくり,10,1,2,勝ち方,0.1,0.2,3,C
中京,ダ,1800,差し,260,14,55,勝ち方,0.0538,0.2115,4,C
中京,ダ,1800,追い込み,233,11,23,勝ち方,0.0472,0.0987,5,D
中京,ダ,1800,逃げ,70,13,22,脚質,0.1857,0.3143,1,S
中京,ダ,1800,先行,204,24,84,脚質,0.1176,0.4118,2,B
中京,ダ,1800,まくり,10,1,2,脚質,0.1,0.2,3,C
中京,ダ,1800,差し,493,25,78,脚質,0.0507,0.1582,4,D
中京,ダ,1800,リーチザクラウン,3,3,3,血統,1.0,1.0,1,S
中京,ダ,1800,Goldencents,1,1,1,血統,1.0,1.0,2,A
中京,ダ,1800,Pioneerof the Nile,1,1,1,血統,1.0,1.0,3,A
中京,ダ,1800,Curlin,2,1,1,血統,0.5,0.5,4,A
中京,ダ,1800,モンテロッソ,2,1,1,血統,0.5,0.5,5,A
中京,ダ,1800,ディーマジェスティ,3,1,1,血統,0.3333,0.3333,6,A
中京,ダ,1800,ノヴェリスト,3,1,1,血統,0.3333,0.3333,7,A
中京,ダ,1800,ビーチパトロール,3,1,1,血統,0.3333,0.3333,8,A
中京,ダ,1800,アジアエクスプレス,7,2,2,血統,0.2857,0.2857,9,A
中京,ダ,1800,Arrogate,4,1,1,血統,0.25,0.25,10,A
中京,ダ,1800,シャンハイボビー,4,1,1,血統,0.25,0.25,11,A
中京,ダ,1800,キズナ,39,8,15,血統,0.2051,0.3846,12,A
中京,ダ,1800,ダノンレジェンド,5,1,3,血統,0.2,0.6,13,A
中京,ダ,1800,ダンカーク,15,3,7,血統,0.2,0.4667,14,A
中京,ダ,1800,American Pharoah,5,1,2,血統,0.2,0.4,15,A
中京,ダ,1800,ディスクリートキャット,5,1,2,血統,0.2,0.4,16,A
中京,ダ,1800,トゥザグローリー,5,1,2,血統,0.2,0.4,17,A
中京,ダ,1800,ハービンジャー,5,1,1,血統,0.2,0.2,18,A
中京,ダ,1800,ロージズインメイ,5,1,1,血統,0.2,0.2,19,A
中京,ダ,1800,ハーツクライ,17,3,9,血統,0.1765,0.5294,20,A
中京,ダ,1800,キングカメハメハ,17,3,6,血統,0.1765,0.3529,21,A
中京,ダ,1800,ザファクター,6,1,3,血統,0.1667,0.5,22,A
中京,ダ,1800,タートルボウル,7,1,2,血統,0.1429,0.2857,23,A
中京,ダ,1800,スマートファルコン,7,1,1,血統,0.1429,0.1429,24,A
中京,ダ,1800,シニスターミニスター,29,4,11,血統,0.1379,0.3793,25,A
