場所,芝・ダ,距離,内容,母数,勝利数,複勝数,条件,単勝率,複勝率,順位,ランク
京都,芝,1600,ロージズインメイ,1,0,0,血統,0.0,0.0,100,D
京都,芝,1600,上原佑紀,1,1,1,調教師,1.0,1.0,1,S
京都,芝,1600,飯田祐史,1,1,1,調教師,1.0,1.0,2,A
京都,芝,1600,四位洋文,5,3,3,調教師,0.6,0.6,3,A
京都,芝,1600,新谷功一,2,1,2,調教師,0.5,1.0,4,A
京都,芝,1600,吉村圭司,2,1,1,調教師,0.5,0.5,5,A
京都,芝,1600,大橋勇樹,2,1,1,調教師,0.5,0.5,6,A
京都,芝,1600,茶木太樹,3,1,2,調教師,0.3333,0.6667,7,A
京都,芝,1600,西園正都,3,1,1,調教師,0.3333,0.3333,8,A
京都,芝,1600,高柳大輔,3,1,1,調教師,0.3333,0.3333,9,A
京都,芝,1600,高橋康之,3,1,1,調教師,0.3333,0.3333,10,A
京都,芝,1600,中内田充,10,3,5,調教師,0.3,0.5,11,A
京都,芝,1600,池添学,11,3,6,調教師,0.2727,0.5455,12,A
京都,芝,1600,大久保龍,8,2,2,調教師,0.25,0.25,13,A
京都,芝,1600,池江泰寿,4,1,1,調教師,0.25,0.25,14,A
京都,芝,1600,吉岡辰弥,9,2,3,調教師,0.2222,0.3333,15,A
京都,芝,1600,松永幹夫,5,1,2,調教師,0.2,0.4,16,A
京都,芝,1600,千田輝彦,5,1,1,調教師,0.2,0.2,17,A
京都,芝,1600,小栗実,6,1,1,調教師,0.1667,0.1667,18,A
京都,芝,1600,橋口慎介,6,1,1,調教師,0.1667,0.1667,19,A
京都,芝,1600,庄野靖志,7,1,3,調教師,0.1429,0.4286,20,A
京都,芝,1600,上村洋行,8,1,3,調教師,0.125,0.375,21,A
京都,芝,1600,平田修,8,1,2,調教師,0.125,0.25,22,B
京都,芝,1600,昆貢,8,1,1,調教師,0.125,0.125,23,B
京都,芝,1600,北出成人,9,1,3,調教師,0.1111,0.3333,24,B
京都,芝,1600,友道康夫,10,1,3,調教師,0.1,0.3,25,B
京都,芝,1600,音無秀孝,10,1,2,調教師,0.1,0.2,26,B
京都,芝,1600,辻野泰之,12,1,7,調教師,0.0833,0.5833,27,B
京都,芝,1600,杉山晴紀,13,1,5,調教師,0.0769,0.3846,28,B
京都,芝,1600,西村真幸,15,1,7,調教師,0.0667,0.4667,29,B
京都,芝,1600,松永昌博,1,0,1,調教師,0.0,1.0,30,B
京都,芝,1600,牧浦充徳,1,0,1,調教師,0.0,1.0,31,B
京都,芝,1600,菊沢隆徳,1,0,1,調教師,0.0,1.0,32,B
京都,芝,1600,金成貴史,1,0,1,調教師,0.0,1.0,33,B
京都,芝,1600,藤岡健一,5,0,4,調教師,0.0,0.8,34,B
京都,芝,1600,牧田和弥,3,0,2,調教師,0.0,0.6667,35,B
京都,芝,1600,宮田敬介,2,0,1,調教師,0.0,0.5,36,B
京都,芝,1600,河内洋,2,0,1,調教師,0.0,0.5,37,B
京都,芝,1600,加用正,9,0,4,調教師,0.0,0.4444,38,B
京都,芝,1600,高橋亮,6,0,2,調教師,0.0,0.3333,39,B
京都,芝,1600,矢作芳人,7,0,2,調教師,0.0,0.2857,40,B
京都,芝,1600,安田翔伍,4,0,1,調教師,0.0,0.25,41,B
京都,芝,1600,梅田智之,4,0,1,調教師,0.0,0.25,42,B
京都,芝,1600,武英智,4,0,1,調教師,0.0,0.25,43,B
京都,芝,1600,高橋義忠,4,0,1,調教師,0.0,0.25,44,B
京都,芝,1600,石橋守,9,0,2,調教師,0.0,0.2222,45,B
京都,芝,1600,藤原英昭,9,0,2,調教師,0.0,0.2222,46,B
京都,芝,1600,須貝尚介,9,0,2,調教師,0.0,0.2222,47,B
京都,芝,1600,中村直也,5,0,1,調教師,0.0,0.2,48,B
京都,芝,1600,松下武士,5,0,1,調教師,0.0,0.2,49,B
京都,芝,1600,武幸四郎,5,0,1,調教師,0.0,0.2,50,B
京都,芝,1600,渡辺薫彦,5,0,1,調教師,0.0,0.2,51,B
京都,芝,1600,荒川義之,5,0,1,調教師,0.0,0.2,52,B
京都,芝,1600,小林真也,6,0,1,調教師,0.0,0.1667,53,B
京都,芝,1600,藤野健太,6,0,1,調教師,0.0,0.1667,54,B
京都,芝,1600,笹田和秀,8,0,1,調教師,0.0,0.125,55,C
京都,芝,1600,清水久詞,12,0,1,調教師,0.0,0.0833,56,C
京都,芝,1600,杉山佳明,7,0,0,調教師,0.0,0.0,57,C
京都,芝,1600,佐々木晶,6,0,0,調教師,0.0,0.0,58,C
京都,芝,1600,岡田稲男,5,0,0,調教師,0.0,0.0,59,C
京都,芝,1600,小崎憲,4,0,0,調教師,0.0,0.0,60,C
京都,芝,1600,小椋研介,4,0,0,調教師,0.0,0.0,61,C
京都,芝,1600,森田直行,4,0,0,調教師,0.0,0.0,62,C
京都,芝,1600,長谷川浩,4,0,0,調教師,0.0,0.0,63,C
京都,芝,1600,天間昭一,3,0,0,調教師,0.0,0.0,64,C
京都,芝,1600,宮徹,3,0,0,調教師,0.0,0.0,65,C
京都,芝,1600,小島茂之,3,0,0,調教師,0.0,0.0,66,C
京都,芝,1600,川村禎彦,3,0,0,調教師,0.0,0.0,67,C
京都,芝,1600,斉藤崇史,3,0,0,調教師,0.0,0.0,68,C
京都,芝,1600,斎藤誠,3,0,0,調教師,0.0,0.0,69,C
京都,芝,1600,浜田多実,3,0,0,調教師,0.0,0.0,70,C
京都,芝,1600,鈴木孝志,3,0,0,調教師,0.0,0.0,71,C
京都,芝,1600,高橋一哉,3,0,0,調教師,0.0,0.0,72,C
京都,芝,1600,中尾秀正,2,0,0,調教師,0.0,0.0,73,C
京都,芝,1600,中竹和也,2,0,0,調教師,0.0,0.0,74,C
京都,芝,1600,安達昭夫,2,0,0,調教師,0.0,0.0,75,C
京都,芝,1600,寺島良,2,0,0,調教師,0.0,0.0,76,C
京都,芝,1600,小桧山悟,2,0,0,調教師,0.0,0.0,77,C
京都,芝,1600,木原一良,2,0,0,調教師,0.0,0.0,78,C
京都,芝,1600,田中克典,2,0,0,調教師,0.0,0.0,79,C
京都,芝,1600,矢嶋大樹,2,0,0,調教師,0.0,0.0,80,C
京都,芝,1600,石坂公一,2,0,0,調教師,0.0,0.0,81,C
京都,芝,1600,藤沢則雄,2,0,0,調教師,0.0,0.0,82,C
京都,芝,1600,高野友和,2,0,0,調教師,0.0,0.0,83,C
京都,芝,1600,伊藤圭三,1,0,0,調教師,0.0,0.0,84,C
京都,芝,1600,加藤和宏,1,0,0,調教師,0.0,0.0,85,C
京都,芝,1600,南田美知,1,0,0,調教師,0.0,0.0,86,C
京都,芝,1600,吉田直弘,1,0,0,調教師,0.0,0.0,87,C
京都,芝,1600,嘉藤貴行,1,0,0,調教師,0.0,0.0,88,D
京都,芝,1600,坂口智康,1,0,0,調教師,0.0,0.0,89,D
京都,芝,1600,大根田裕,1,0,0,調教師,0.0,0.0,90,D
京都,芝,1600,奥村豊,1,0,0,調教師,0.0,0.0,91,D
京都,芝,1600,安田隆行,1,0,0,調教師,0.0,0.0,92,D
京都,芝,1600,宮本博,1,0,0,調教師,0.0,0.0,93,D
京都,芝,1600,服部利之,1,0,0,調教師,0.0,0.0,94,D
京都,芝,1600,木村哲也,1,0,0,調教師,0.0,0.0,95,D
京都,芝,1600,本田優,1,0,0,調教師,0.0,0.0,96,D
京都,芝,1600,村山明,1,0,0,調教師,0.0,0.0,97,D
京都,芝,1600,森秀行,1,0,0,調教師,0.0,0.0,98,D
京都,芝,1600,浅野洋一,1,0,0,調教師,0.0,0.0,99,D
京都,芝,1600,深山雅史,1,0,0,調教師,0.0,0.0,100,D
京都,芝,1600,渡瀬寛彰,1,0,0,調教師,0.0,0.0,101,D
京都,芝,1600,田口輝彦,1,0,0,調教師,0.0,0.0,102,D
京都,芝,1600,畠山吉宏,1,0,0,調教師,0.0,0.0,103,D
京都,芝,1600,蛯名正義,1,0,0,調教師,0.0,0.0,104,D
京都,芝,1600,西園翔太,1,0,0,調教師,0.0,0.0,105,D
京都,芝,1600,角田輝也,1,0,0,調教師,0.0,0.0,106,D
京都,芝,1600,鈴木伸尋,1,0,0,調教師,0.0,0.0,107,D
京都,芝,1600,高木登,1,0,0,調教師,0.0,0.0,108,D
京都,芝,1600,鹿戸雄一,1,0,0,調教師,0.0,0.0,109,D
京都,芝,1600,良,357,31,93,馬場,0.0868,0.2605,1,S
京都,芝,1600,稍,63,5,15,馬場,0.0794,0.2381,2,C
京都,芝,1600,重,16,1,3,馬場,0.0625,0.1875,3,D
京都,芝,1800,福島,14,3,6,前走場所,0.2143,0.4286,1,S
京都,芝,1800,小倉,29,4,11,前走場所,0.1379,0.3793,2,A
京都,芝,1800,東京,16,2,4,前走場所,0.125,0.25,3,B
京都,芝,1800,阪神,92,10,27,前走場所,0.1087,0.2935,4,B
京都,芝,1800,京都,59,6,20,前走場所,0.1017,0.339,5,B
京都,芝,1800,中京,21,2,6,前走場所,0.0952,0.2857,6,B
京都,芝,1800,中山,27,2,10,前走場所,0.0741,0.3704,7,C
京都,芝,1800,札幌,3,0,1,前走場所,0.0,0.3333,8,C
京都,芝,1800,新潟,16,0,2,前走場所,0.0,0.125,9,C
京都,芝,1800,函館,1,0,0,前走場所,0.0,0.0,10,D
京都,芝,1800,名古,1,0,0,前走場所,0.0,0.0,11,D
京都,芝,1800,川崎,1,0,0,前走場所,0.0,0.0,12,D
京都,芝,1800,先行押し切り,100,19,43,勝ち方,0.19,0.43,1,S
京都,芝,1800,逃げ切り,29,3,11,勝ち方,0.1034,0.3793,2,B
京都,芝,1800,差し,77,5,21,勝ち方,0.0649,0.2727,3,C
京都,芝,1800,追い込み,68,2,12,勝ち方,0.0294,0.1765,4,C
京都,芝,1800,まくり,4,0,0,勝ち方,0.0,0.0,5,D
京都,芝,1800,先行,100,19,43,脚質,0.19,0.43,1,S
京都,芝,1800,逃げ,29,3,11,脚質,0.1034,0.3793,2,B
京都,芝,1800,差し,145,7,33,脚質,0.0483,0.2276,3,C
京都,芝,1800,まくり,4,0,0,脚質,0.0,0.0,4,D
京都,芝,1800,グラスワンダー,1,1,1,血統,1.0,1.0,1,S
京都,芝,1800,ディーマジェスティ,2,1,2,血統,0.5,1.0,2,A
京都,芝,1800,サトノダイヤモンド,4,2,3,血統,0.5,0.75,3,A
京都,芝,1800,Hat Trick,2,1,1,血統,0.5,0.5,4,A
京都,芝,1800,スワーヴリチャード,5,2,5,血統,0.4,1.0,5,A
京都,芝,1800,レイデオロ,3,1,2,血統,0.3333,0.6667,6,A
京都,芝,1800,モーリス,11,3,6,血統,0.2727,0.5455,7,A
京都,芝,1800,スピルバーグ,4,1,4,血統,0.25,1.0,8,A
京都,芝,1800,キタサンブラック,12,3,4,血統,0.25,0.3333,9,A
京都,芝,1800,ドゥラメンテ,10,2,5,血統,0.2,0.5,10,A
京都,芝,1800,ゴールドシップ,5,1,2,血統,0.2,0.4,11,A
京都,芝,1800,ロードカナロア,22,3,8,血統,0.1364,0.3636,12,A
京都,芝,1800,ハーツクライ,15,2,2,血統,0.1333,0.1333,13,A
京都,芝,1800,ディープインパクト,16,2,8,血統,0.125,0.5,14,B
京都,芝,1800,ダイワメジャー,8,1,2,血統,0.125,0.25,15,B
京都,芝,1800,キズナ,18,2,7,血統,0.1111,0.3889,16,B
京都,芝,1800,エピファネイア,15,1,7,血統,0.0667,0.4667,17,B
京都,芝,1800,フェノーメノ,2,0,2,血統,0.0,1.0,18,B
京都,芝,1800,Farhh,1,0,1,血統,0.0,1.0,19,B
京都,芝,1800,ブリックスアンドモルタル,1,0,1,血統,0.0,1.0,20,B
京都,芝,1800,リアルスティール,12,0,6,血統,0.0,0.5,21,B
京都,芝,1800,ドレフォン,4,0,2,血統,0.0,0.5,22,B
京都,芝,1800,ミッキーアイル,2,0,1,血統,0.0,0.5,23,B
京都,芝,1800,ヴィクトワールピサ,2,0,1,血統,0.0,0.5,24,B
京都,芝,1800,デクラレーションオブウォー,3,0,1,血統,0.0,0.3333,25,B
京都,芝,1800,ブラックタイド,3,0,1,血統,0.0,0.3333,26,B
京都,芝,1800,ルーラーシップ,16,0,2,血統,0.0,0.125,27,B
京都,芝,1800,ハービンジャー,13,0,0,血統,0.0,0.0,28,B
京都,芝,1800,キンシャサノキセキ,4,0,0,血統,0.0,0.0,29,B
京都,芝,1800,シルバーステート,4,0,0,血統,0.0,0.0,30,B
京都,芝,1800,ジャスタウェイ,4,0,0,血統,0.0,0.0,31,B
京都,芝,1800,ディープブリランテ,4,0,0,血統,0.0,0.0,32,B
京都,芝,1800,アメリカンペイトリオット,3,0,0,血統,0.0,0.0,33,B
京都,芝,1800,ディスクリートキャット,3,0,0,血統,0.0,0.0,34,B
京都,芝,1800,オルフェーヴル,2,0,0,血統,0.0,0.0,35,C
京都,芝,1800,キングカメハメハ,2,0,0,血統,0.0,0.0,36,C
京都,芝,1800,ゴールドアクター,2,0,0,血統,0.0,0.0,37,C
京都,芝,1800,ザファクター,2,0,0,血統,0.0,0.0,38,C
京都,芝,1800,ジャングルポケット,2,0,0,血統,0.0,0.0,39,C
京都,芝,1800,マインドユアビスケッツ,2,0,0,血統,0.0,0.0,40,C
京都,芝,1800,マジェスティックウォリアー,2,0,0,血統,0.0,0.0,41,C
京都,芝,1800,ミッキーロケット,2,0,0,血統,0.0,0.0,42,C
京都,芝,1800,モンテロッソ,2,0,0,血統,0.0,0.0,43,C
京都,芝,1800,リオンディーズ,2,0,0,血統,0.0,0.0,44,C
京都,芝,1800,ローズキングダム,2,0,0,血統,0.0,0.0,45,C
京都,芝,1800,ワークフォース,2,0,0,血統,0.0,0.0,46,C
京都,芝,1800,Kingman,1,0,0,血統,0.0,0.0,47,C
京都,芝,1800,アドマイヤムーン,1,0,0,血統,0.0,0.0,48,C
京都,芝,1800,エイシンヒカリ,1,0,0,血統,0.0,0.0,49,C
京都,芝,1800,エイシンフラッシュ,1,0,0,血統,0.0,0.0,50,C
京都,芝,1800,ゴールドアリュール,1,0,0,血統,0.0,0.0,51,C
京都,芝,1800,スクリーンヒーロー,1,0,0,血統,0.0,0.0,52,C
京都,芝,1800,タニノギムレット,1,0,0,血統,0.0,0.0,53,C
京都,芝,1800,ダノンシャンティ,1,0,0,血統,0.0,0.0,54,C
京都,芝,1800,ダノンバラード,1,0,0,血統,0.0,0.0,55,D
京都,芝,1800,トゥザグローリー,1,0,0,血統,0.0,0.0,56,D
京都,芝,1800,ドリームジャーニー,1,0,0,血統,0.0,0.0,57,D
京都,芝,1800,ネロ,1,0,0,血統,0.0,0.0,58,D
京都,芝,1800,ノヴェリスト,1,0,0,血統,0.0,0.0,59,D
京都,芝,1800,バゴ,1,0,0,血統,0.0,0.0,60,D
京都,芝,1800,ビッグアーサー,1,0,0,血統,0.0,0.0,61,D
京都,芝,1800,ビーチパトロール,1,0,0,血統,0.0,0.0,62,D
京都,芝,1800,ファインニードル,1,0,0,血統,0.0,0.0,63,D
京都,芝,1800,マクフィ,1,0,0,血統,0.0,0.0,64,D
京都,芝,1800,マツリダゴッホ,1,0,0,血統,0.0,0.0,65,D
京都,芝,1800,レッドスパーダ,1,0,0,血統,0.0,0.0,66,D
京都,芝,1800,ロージズインメイ,1,0,0,血統,0.0,0.0,67,D
京都,芝,1800,ワールドエース,1,0,0,血統,0.0,0.0,68,D
京都,芝,1800,松下武士,1,1,1,調教師,1.0,1.0,1,S
京都,芝,1800,林徹,1,1,1,調教師,1.0,1.0,2,A
京都,芝,1800,石橋守,1,1,1,調教師,1.0,1.0,3,A
京都,芝,1800,高橋亮,1,1,1,調教師,1.0,1.0,4,A
京都,芝,1800,藤原英昭,3,2,2,調教師,0.6667,0.6667,5,A
京都,芝,1800,大久保龍,4,2,4,調教師,0.5,1.0,6,A
京都,芝,1800,吉村圭司,2,1,2,調教師,0.5,1.0,7,A
京都,芝,1800,河内洋,2,1,2,調教師,0.5,1.0,8,A
京都,芝,1800,吉田直弘,2,1,1,調教師,0.5,0.5,9,A
京都,芝,1800,村山明,5,2,4,調教師,0.4,0.8,10,A
京都,芝,1800,上村洋行,5,2,3,調教師,0.4,0.6,11,A
京都,芝,1800,池添学,8,2,4,調教師,0.25,0.5,12,A
京都,芝,1800,杉山晴紀,4,1,2,調教師,0.25,0.5,13,A
京都,芝,1800,橋口慎介,4,1,2,調教師,0.25,0.5,14,A
京都,芝,1800,矢作芳人,4,1,2,調教師,0.25,0.5,15,A
京都,芝,1800,奥村豊,4,1,1,調教師,0.25,0.25,16,A
京都,芝,1800,友道康夫,9,2,4,調教師,0.2222,0.4444,17,A
京都,芝,1800,渡辺薫彦,5,1,2,調教師,0.2,0.4,18,A
京都,芝,1800,田中克典,6,1,2,調教師,0.1667,0.3333,19,A
京都,芝,1800,西村真幸,7,1,5,調教師,0.1429,0.7143,20,A
京都,芝,1800,笹田和秀,7,1,2,調教師,0.1429,0.2857,21,B
京都,芝,1800,高野友和,8,1,4,調教師,0.125,0.5,22,B
京都,芝,1800,斉藤崇史,9,1,5,調教師,0.1111,0.5556,23,B
京都,芝,1800,平田修,1,0,1,調教師,0.0,1.0,24,B
京都,芝,1800,田中博康,1,0,1,調教師,0.0,1.0,25,B
京都,芝,1800,安田翔伍,4,0,3,調教師,0.0,0.75,26,B
京都,芝,1800,坂口智康,3,0,2,調教師,0.0,0.6667,27,B
京都,芝,1800,池江泰寿,3,0,2,調教師,0.0,0.6667,28,B
京都,芝,1800,高木登,3,0,2,調教師,0.0,0.6667,29,B
京都,芝,1800,中竹和也,5,0,3,調教師,0.0,0.6,30,B
京都,芝,1800,昆貢,4,0,2,調教師,0.0,0.5,31,B
京都,芝,1800,小林真也,2,0,1,調教師,0.0,0.5,32,B
京都,芝,1800,須貝尚介,8,0,3,調教師,0.0,0.375,33,B
京都,芝,1800,中内田充,6,0,2,調教師,0.0,0.3333,34,B
京都,芝,1800,今野貞一,3,0,1,調教師,0.0,0.3333,35,B
京都,芝,1800,岡田稲男,7,0,2,調教師,0.0,0.2857,36,B
京都,芝,1800,清水久詞,8,0,2,調教師,0.0,0.25,37,B
京都,芝,1800,庄野靖志,4,0,1,調教師,0.0,0.25,38,B
京都,芝,1800,梅田智之,4,0,1,調教師,0.0,0.25,39,B
京都,芝,1800,飯田雄三,4,0,1,調教師,0.0,0.25,40,B
京都,芝,1800,藤岡健一,7,0,0,調教師,0.0,0.0,41,B
京都,芝,1800,千田輝彦,5,0,0,調教師,0.0,0.0,42,B
京都,芝,1800,西園翔太,5,0,0,調教師,0.0,0.0,43,B
京都,芝,1800,佐々木晶,4,0,0,調教師,0.0,0.0,44,B
京都,芝,1800,宮徹,4,0,0,調教師,0.0,0.0,45,B
京都,芝,1800,野中賢二,4,0,0,調教師,0.0,0.0,46,B
京都,芝,1800,中尾秀正,3,0,0,調教師,0.0,0.0,47,B
京都,芝,1800,寺島良,3,0,0,調教師,0.0,0.0,48,B
京都,芝,1800,新谷功一,3,0,0,調教師,0.0,0.0,49,B
京都,芝,1800,森田直行,3,0,0,調教師,0.0,0.0,50,B
京都,芝,1800,高橋義忠,3,0,0,調教師,0.0,0.0,51,C
京都,芝,1800,加藤和宏,2,0,0,調教師,0.0,0.0,52,C
京都,芝,1800,北出成人,2,0,0,調教師,0.0,0.0,53,C
京都,芝,1800,安達昭夫,2,0,0,調教師,0.0,0.0,54,C
京都,芝,1800,宮本博,2,0,0,調教師,0.0,0.0,55,C
京都,芝,1800,尾関知人,2,0,0,調教師,0.0,0.0,56,C
京都,芝,1800,斎藤誠,2,0,0,調教師,0.0,0.0,57,C
京都,芝,1800,木原一良,2,0,0,調教師,0.0,0.0,58,C
京都,芝,1800,松永幹夫,2,0,0,調教師,0.0,0.0,59,C
京都,芝,1800,武英智,2,0,0,調教師,0.0,0.0,60,C
京都,芝,1800,牧田和弥,2,0,0,調教師,0.0,0.0,61,C
京都,芝,1800,畑端省吾,2,0,0,調教師,0.0,0.0,62,C
京都,芝,1800,茶木太樹,2,0,0,調教師,0.0,0.0,63,C
京都,芝,1800,辻野泰之,2,0,0,調教師,0.0,0.0,64,C
京都,芝,1800,鈴木孝志,2,0,0,調教師,0.0,0.0,65,C
京都,芝,1800,上原佑紀,1,0,0,調教師,0.0,0.0,66,C
京都,芝,1800,中村直也,1,0,0,調教師,0.0,0.0,67,C
京都,芝,1800,中野栄治,1,0,0,調教師,0.0,0.0,68,C
京都,芝,1800,加用正,1,0,0,調教師,0.0,0.0,69,C
京都,芝,1800,加藤士津,1,0,0,調教師,0.0,0.0,70,C
京都,芝,1800,南田美知,1,0,0,調教師,0.0,0.0,71,C
京都,芝,1800,古賀慎明,1,0,0,調教師,0.0,0.0,72,C
京都,芝,1800,吉岡辰弥,1,0,0,調教師,0.0,0.0,73,C
京都,芝,1800,四位洋文,1,0,0,調教師,0.0,0.0,74,C
京都,芝,1800,堀宣行,1,0,0,調教師,0.0,0.0,75,C
京都,芝,1800,大橋勇樹,1,0,0,調教師,0.0,0.0,76,C
京都,芝,1800,安田隆行,1,0,0,調教師,0.0,0.0,77,C
京都,芝,1800,小栗実,1,0,0,調教師,0.0,0.0,78,C
京都,芝,1800,小椋研介,1,0,0,調教師,0.0,0.0,79,C
京都,芝,1800,岩戸孝樹,1,0,0,調教師,0.0,0.0,80,C
京都,芝,1800,川村禎彦,1,0,0,調教師,0.0,0.0,81,D
京都,芝,1800,新開幸一,1,0,0,調教師,0.0,0.0,82,D
京都,芝,1800,服部利之,1,0,0,調教師,0.0,0.0,83,D
京都,芝,1800,松山将樹,1,0,0,調教師,0.0,0.0,84,D
京都,芝,1800,武井亮,1,0,0,調教師,0.0,0.0,85,D
京都,芝,1800,武幸四郎,1,0,0,調教師,0.0,0.0,86,D
京都,芝,1800,武藤善則,1,0,0,調教師,0.0,0.0,87,D
京都,芝,1800,河嶋宏樹,1,0,0,調教師,0.0,0.0,88,D
京都,芝,1800,浜田多実,1,0,0,調教師,0.0,0.0,89,D
京都,芝,1800,相沢郁,1,0,0,調教師,0.0,0.0,90,D
京都,芝,1800,石坂公一,1,0,0,調教師,0.0,0.0,91,D
京都,芝,1800,福永祐一,1,0,0,調教師,0.0,0.0,92,D
京都,芝,1800,緒方努,1,0,0,調教師,0.0,0.0,93,D
京都,芝,1800,羽月友彦,1,0,0,調教師,0.0,0.0,94,D
京都,芝,1800,藤沢則雄,1,0,0,調教師,0.0,0.0,95,D
京都,芝,1800,藤野健太,1,0,0,調教師,0.0,0.0,96,D
京都,芝,1800,青木孝文,1,0,0,調教師,0.0,0.0,97,D
京都,芝,1800,音無秀孝,1,0,0,調教師,0.0,0.0,98,D
京都,芝,1800,飯田祐史,1,0,0,調教師,0.0,0.0,99,D
京都,芝,1800,高橋康之,1,0,0,調教師,0.0,0.0,100,D
京都,芝,1800,鹿戸雄一,1,0,0,調教師,0.0,0.0,101,D
京都,芝,1800,稍,35,4,12,馬場,0.1143,0.3429,1,S
京都,芝,1800,良,245,25,75,馬場,0.102,0.3061,2,D
京都,芝,2000,札幌,6,2,4,前走場所,0.3333,0.6667,1,S
京都,芝,2000,小倉,14,2,3,前走場所,0.1429,0.2143,2,A
京都,芝,2000,中山,26,3,7,前走場所,0.1154,0.2692,3,B
京都,芝,2000,阪神,70,8,20,前走場所,0.1143,0.2857,4,B
京都,芝,2000,新潟,19,2,7,前走場所,0.1053,0.3684,5,B
京都,芝,2000,福島,11,1,4,前走場所,0.0909,0.3636,6,C
京都,芝,2000,東京,28,2,6,前走場所,0.0714,0.2143,7,C
京都,芝,2000,京都,94,6,27,前走場所,0.0638,0.2872,8,C
京都,芝,2000,中京,13,0,0,前走場所,0.0,0.0,9,D
京都,芝,2000,園田,1,0,0,前走場所,0.0,0.0,10,D
京都,芝,2000,大井,1,0,0,前走場所,0.0,0.0,11,D
京都,芝,2000,先行押し切り,85,14,30,勝ち方,0.1647,0.3529,1,S
京都,芝,2000,逃げ切り,26,3,10,勝ち方,0.1154,0.3846,2,B
京都,芝,2000,差し,85,5,23,勝ち方,0.0588,0.2706,3,C
京都,芝,2000,追い込み,78,4,13,勝ち方,0.0513,0.1667,4,C
京都,芝,2000,まくり,5,0,2,勝ち方,0.0,0.4,5,D
京都,芝,2000,先行,85,14,30,脚質,0.1647,0.3529,1,S
京都,芝,2000,逃げ,26,3,10,脚質,0.1154,0.3846,2,B
京都,芝,2000,差し,163,9,36,脚質,0.0552,0.2209,3,C
京都,芝,2000,まくり,5,0,2,脚質,0.0,0.4,4,D
京都,芝,2000,スワーヴリチャード,1,1,1,血統,1.0,1.0,1,S
京都,芝,2000,Point of Entry,2,1,2,血統,0.5,1.0,2,A
京都,芝,2000,メイショウサムソン,2,1,2,血統,0.5,1.0,3,A
京都,芝,2000,エイシンヒカリ,2,1,1,血統,0.5,0.5,4,A
京都,芝,2000,ジャスタウェイ,5,2,2,血統,0.4,0.4,5,A
京都,芝,2000,ミッキーロケット,3,1,2,血統,0.3333,0.6667,6,A
京都,芝,2000,キズナ,26,8,9,血統,0.3077,0.3462,7,A
京都,芝,2000,ロードカナロア,7,2,2,血統,0.2857,0.2857,8,A
京都,芝,2000,サトノダイヤモンド,4,1,2,血統,0.25,0.5,9,A
京都,芝,2000,ディープインパクト,17,2,6,血統,0.1176,0.3529,10,A
京都,芝,2000,ハービンジャー,18,2,6,血統,0.1111,0.3333,11,A
京都,芝,2000,ゴールドシップ,11,1,2,血統,0.0909,0.1818,12,A
京都,芝,2000,ドゥラメンテ,14,1,3,血統,0.0714,0.2143,13,B
京都,芝,2000,モーリス,17,1,4,血統,0.0588,0.2353,14,B
京都,芝,2000,ハーツクライ,21,1,5,血統,0.0476,0.2381,15,B
京都,芝,2000,キングヘイロー,1,0,1,血統,0.0,1.0,16,B
京都,芝,2000,ディーマジェスティ,1,0,1,血統,0.0,1.0,17,B
京都,芝,2000,ファインニードル,1,0,1,血統,0.0,1.0,18,B
京都,芝,2000,ダノンシャンティ,3,0,2,血統,0.0,0.6667,19,B
京都,芝,2000,オルフェーヴル,8,0,4,血統,0.0,0.5,20,B
京都,芝,2000,バゴ,2,0,1,血統,0.0,0.5,21,B
京都,芝,2000,マインドユアビスケッツ,2,0,1,血統,0.0,0.5,22,B
京都,芝,2000,リオンディーズ,2,0,1,血統,0.0,0.5,23,B
京都,芝,2000,ブラックタイド,5,0,2,血統,0.0,0.4,24,B
京都,芝,2000,キタサンブラック,9,0,3,血統,0.0,0.3333,25,B
京都,芝,2000,キングカメハメハ,9,0,3,血統,0.0,0.3333,26,B
京都,芝,2000,ノヴェリスト,3,0,1,血統,0.0,0.3333,27,B
京都,芝,2000,ビーチパトロール,3,0,1,血統,0.0,0.3333,28,B
京都,芝,2000,エピファネイア,14,0,4,血統,0.0,0.2857,29,B
京都,芝,2000,スクリーンヒーロー,4,0,1,血統,0.0,0.25,30,B
京都,芝,2000,リアルスティール,4,0,1,血統,0.0,0.25,31,B
京都,芝,2000,ルーラーシップ,7,0,1,血統,0.0,0.1429,32,B
京都,芝,2000,ドリームジャーニー,6,0,0,血統,0.0,0.0,33,C
京都,芝,2000,ダイワメジャー,5,0,0,血統,0.0,0.0,34,C
京都,芝,2000,エイシンフラッシュ,4,0,0,血統,0.0,0.0,35,C
京都,芝,2000,サトノアラジン,3,0,0,血統,0.0,0.0,36,C
京都,芝,2000,シルバーステート,3,0,0,血統,0.0,0.0,37,C
京都,芝,2000,ヴィクトワールピサ,3,0,0,血統,0.0,0.0,38,C
京都,芝,2000,グランデッツァ,2,0,0,血統,0.0,0.0,39,C
京都,芝,2000,トーセンホマレボシ,2,0,0,血統,0.0,0.0,40,C
京都,芝,2000,ドレフォン,2,0,0,血統,0.0,0.0,41,C
京都,芝,2000,ミッキーアイル,2,0,0,血統,0.0,0.0,42,C
